Year,State,Total - Male,Total - Female,Total - Total,Pre-Primary Only - Male,Pre-Primary Only - Female,Pre-Primary Only - Total,Pre-Primary & Primary - Male,Pre-Primary & Primary - Female,Pre-Primary & Primary - Total,Primary Only - Male,Primary Only - Female,Primary Only - Total,Primary & Upper Primary - Male,Primary & Upper Primary - Female,Primary & Upper Primary - Total,Upper Primary Only - Male,Upper Primary Only - Female,Upper Primary Only - Total,Upper Primary & Secondary - Male,Upper Primary & Secondary - Female,Upper Primary & Secondary - Total,Secondary Only - Male,Secondary Only - Female,Secondary Only - Total,Secondary & Higher Secondary - Male,Secondary & Higher Secondary - Female,Secondary & Higher Secondary - Total,Higher Secondary Only - Male,Higher Secondary Only - Female,Higher Secondary Only - Total
2020-21,India,163511,149786,313297,836,3472,4308,5543,7391,12934,69332,74085,143417,16079,13488,29567,60674,44415,105089,2321,1628,3949,6625,4062,10687,498,223,721,1603,1022,2625
2020-21,Andaman and Nicobar Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Andhra Pradesh,254,403,657,0,0,0,0,0,0,131,250,381,29,38,67,80,102,182,1,4,5,4,6,10,0,0,0,9,3,12
2020-21,Arunachal Pradesh,175,250,425,0,11,11,7,21,28,92,148,240,22,36,58,54,34,88,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Assam,16408,7571,23979,2,6,8,83,47,130,10047,4589,14636,59,39,98,2560,1068,3628,181,92,273,2683,1260,3943,19,6,25,774,464,1238
2020-21,Bihar,48088,32965,81053,226,586,812,575,880,1455,9318,9154,18472,6468,3562,10030,30152,18440,48592,354,163,517,643,123,766,89,8,97,263,49,312
2020-21,Chandigarh,27,309,336,0,47,47,1,19,20,3,113,116,4,21,25,16,76,92,3,22,25,0,3,3,0,8,8,0,0,0
2020-21,Chhattisgarh,412,621,1033,1,1,2,4,0,4,273,397,670,24,31,55,110,192,302,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Daman and Diu and Dadra and Nagar Haveli,25,0,25,0,0,0,0,0,0,9,0,9,2,0,2,2,0,2,0,0,0,5,0,5,4,0,4,3,0,3
2020-21,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Gujarat,11,26,37,0,0,0,0,0,0,2,7,9,0,0,0,1,9,10,1,0,1,4,6,10,0,3,3,3,1,4
2020-21,Haryana,1600,5583,7183,4,150,154,18,77,95,804,3750,4554,134,318,452,584,1233,1817,12,23,35,30,25,55,10,5,15,4,2,6
2020-21,Himachal Pradesh,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Jammu and Kashmir,381,370,751,11,28,39,25,43,68,175,141,316,43,27,70,95,99,194,8,0,8,22,24,46,0,0,0,2,8,10
2020-21,Jharkhand,28160,30950,59110,91,676,767,467,1089,1556,10863,15328,26191,4359,3737,8096,11284,9440,20724,458,258,716,560,366,926,9,6,15,69,50,119
2020-21,Karnataka,19,36,55,0,0,0,0,2,2,4,9,13,2,5,7,7,9,16,3,5,8,3,6,9,0,0,0,0,0,0
2020-21,Kerala,445,8324,8769,2,359,361,6,80,86,231,5322,5553,29,313,342,143,2021,2164,5,57,62,19,139,158,1,14,15,9,19,28
2020-21,Ladakh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Madhya Pradesh,2468,3827,6295,2,8,10,10,10,20,998,1400,2398,93,140,233,1361,2258,3619,2,8,10,1,0,1,0,3,3,1,0,1
2020-21,Maharashtra,1098,3979,5077,6,178,184,26,140,166,528,2537,3065,96,197,293,272,636,908,40,72,112,116,209,325,3,2,5,11,8,19
2020-21,Manipur,634,1044,1678,2,75,77,19,148,167,305,535,840,134,166,300,165,118,283,5,0,5,4,2,6,0,0,0,0,0,0
2020-21,Meghalaya,540,1965,2505,6,51,57,50,249,299,140,722,862,32,140,172,67,172,239,26,89,115,168,377,545,2,13,15,49,152,201
2020-21,Mizoram,267,312,579,2,23,25,5,14,19,49,112,161,29,35,64,41,34,75,0,0,0,98,64,162,0,0,0,43,30,73
2020-21,Nagaland,3,3,6,0,2,2,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Odisha,2988,7206,10194,0,18,18,1,9,10,1569,4793,6362,604,1494,2098,387,575,962,102,123,225,305,167,472,5,5,10,15,22,37
2020-21,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Punjab,56,39,95,0,0,0,11,11,22,25,22,47,0,0,0,20,6,26,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Rajasthan,4432,2746,7178,9,47,56,184,162,346,3238,1981,5219,214,142,356,609,352,961,91,37,128,43,11,54,27,10,37,17,4,21
2020-21,Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-21,Tamil Nadu,330,3837,4167,17,513,530,0,151,151,137,2175,2312,57,360,417,62,461,523,14,46,60,18,100,118,14,13,27,11,18,29
2020-21,Telangana,194,243,437,0,1,1,9,17,26,126,148,274,46,66,112,11,11,22,2,0,2,0,0,0,0,0,0,0,0,0
2020-21,Tripura,845,324,1169,20,24,44,65,56,121,648,218,866,23,16,39,53,10,63,12,0,12,10,0,10,2,0,2,12,0,12
2020-21,Uttar Pradesh,46337,30156,76493,11,16,27,526,439,965,28468,19097,47565,3128,2302,5430,10985,6377,17362,944,592,1536,1718,1054,2772,282,106,388,275,173,448
2020-21,Uttarakhand,1332,1178,2510,2,14,16,12,16,28,876,816,1692,37,50,87,305,221,526,5,1,6,72,46,118,2,2,4,21,12,33
2020-21,West Bengal,5981,5517,11498,422,638,1060,3436,3711,7147,272,318,590,411,253,664,1248,461,1709,52,36,88,99,74,173,29,19,48,12,7,19
2021-22,India,150668,136731,287399,739,2802,3541,4708,7083,11791,63891,68177,132068,19346,15740,35086,51022,36105,87127,2583,1733,4316,6219,3798,10017,620,278,898,1540,1015,2555
2021-22,Andaman and Nicobar Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Andhra Pradesh,230,418,648,0,0,0,2,5,7,82,180,262,105,168,273,26,52,78,8,7,15,7,6,13,0,0,0,0,0,0
2021-22,Arunachal Pradesh,146,214,360,0,8,8,5,20,25,78,144,222,27,24,51,36,18,54,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Assam,12736,6108,18844,1,11,12,86,54,140,7214,3455,10669,69,37,106,2019,854,2873,201,107,308,2451,1147,3598,17,6,23,678,437,1115
2021-22,Bihar,42568,28987,71555,165,425,590,463,788,1251,8616,8752,17368,7650,4174,11824,24480,14564,39044,323,137,460,551,101,652,81,4,85,239,42,281
2021-22,Chandigarh,26,271,297,0,42,42,1,19,20,3,92,95,6,36,42,13,53,66,2,17,19,1,3,4,0,8,8,0,1,1
2021-22,Chhattisgarh,360,570,930,0,1,1,3,0,3,240,364,604,19,30,49,98,175,273,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Daman and Diu and Dadra and Nagar Haveli,25,0,25,0,0,0,0,0,0,9,0,9,2,0,2,2,0,2,0,0,0,5,0,5,4,0,4,3,0,3
2021-22,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Gujarat,10,20,30,0,0,0,0,0,0,3,7,10,0,0,0,1,5,6,1,0,1,2,6,8,0,1,1,3,1,4
2021-22,Haryana,1466,5097,6563,2,102,104,6,51,57,755,3439,4194,150,374,524,507,1081,1588,8,20,28,21,20,41,13,9,22,4,1,5
2021-22,Himachal Pradesh,3,2,5,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Jammu and Kashmir,368,346,714,6,28,34,21,35,56,167,137,304,60,40,100,80,80,160,12,1,13,20,14,34,0,4,4,2,7,9
2021-22,Jharkhand,24921,26942,51863,86,546,632,552,1213,1765,9045,13276,22321,4933,4266,9199,9190,6962,16152,532,287,819,514,344,858,8,8,16,61,40,101
2021-22,Karnataka,16,29,45,0,0,0,0,0,0,5,10,15,2,2,4,6,3,9,0,11,11,3,3,6,0,0,0,0,0,0
2021-22,Kerala,361,7017,7378,4,357,361,2,55,57,156,4347,4503,35,343,378,120,1698,1818,13,71,84,22,117,139,1,14,15,8,15,23
2021-22,Ladakh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Madhya Pradesh,2438,3826,6264,3,8,11,13,19,32,1038,1496,2534,278,453,731,1102,1839,2941,2,8,10,1,0,1,0,3,3,1,0,1
2021-22,Maharashtra,888,3144,4032,6,90,96,26,113,139,430,2038,2468,71,195,266,216,487,703,37,63,100,93,151,244,4,2,6,5,5,10
2021-22,Manipur,475,772,1247,2,55,57,20,124,144,212,403,615,122,125,247,119,65,184,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Meghalaya,511,1881,2392,6,53,59,45,249,294,122,668,790,43,140,183,57,162,219,24,84,108,166,356,522,3,11,14,45,158,203
2021-22,Mizoram,233,307,540,1,17,18,4,13,17,41,114,155,24,34,58,35,33,68,0,0,0,86,67,153,0,0,0,42,29,71
2021-22,Nagaland,3,3,6,0,2,2,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Odisha,2630,6269,8899,2,66,68,57,258,315,1293,3837,5130,465,1284,1749,332,474,806,109,102,211,301,191,492,11,5,16,60,52,112
2021-22,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Punjab,49,29,78,1,0,1,9,9,18,22,12,34,0,0,0,17,7,24,0,1,1,0,0,0,0,0,0,0,0,0
2021-22,Rajasthan,4424,2740,7164,8,26,34,55,72,127,3318,2044,5362,325,205,530,546,329,875,81,40,121,47,11,58,28,9,37,16,4,20
2021-22,Sikkim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-22,Tamil Nadu,315,3244,3559,13,308,321,0,101,101,127,1893,2020,60,344,404,60,417,477,13,44,57,16,98,114,13,14,27,13,25,38
2021-22,Telangana,149,228,377,0,2,2,5,15,20,106,145,251,30,58,88,7,8,15,1,0,1,0,0,0,0,0,0,0,0,0
2021-22,Tripura,784,292,1076,17,11,28,46,46,92,629,223,852,6,6,12,40,6,46,15,0,15,13,0,13,5,0,5,13,0,13
2021-22,Uttar Pradesh,47435,31000,78435,11,10,21,53,73,126,28903,19726,48629,4429,3089,7518,10457,6048,16505,1139,679,1818,1736,1051,2787,396,153,549,311,171,482
2021-22,Uttarakhand,1226,1133,2359,2,10,12,8,14,22,819,751,1570,42,54,96,263,224,487,4,6,10,66,56,122,3,2,5,19,16,35
2021-22,West Bengal,5872,5842,11714,403,624,1027,3225,3737,6962,453,621,1074,393,259,652,1193,461,1654,58,48,106,97,56,153,33,25,58,17,11,28
