Year,State,Scheme,Spillover,Non-Recurring - Fresh,Recurring - Fresh,Total Fresh,Grand Total - Including Spillover and Reimbursement
2022-23,Madhya Pradesh,Total,,51518.94,496402.4,547921.35,547921.35
2022-23,Madhya Pradesh,Teacher Education,,19.2,3790.59,3809.79,3809.79
2022-23,Madhya Pradesh,Secondary Education,,7959.81,63580.35,71540.16,71540.16
2022-23,Madhya Pradesh,Elementary Education,,43539.93,429031.47,472571.4,472571.4
2022-23,Maharashtra,Secondary Education,,3842.32,23466.29,27308.61,27308.61
2022-23,Maharashtra,Total,,21098.26,188431.38,209529.64,209529.64
2022-23,Maharashtra,Elementary Education,,17039.37,160715.6,177754.97,177754.97
2022-23,Maharashtra,Teacher Education,,216.57,4249.49,4466.06,4466.06
2022-23,Manipur,Teacher Education,,894.0,1352.4,2246.4,2246.4
2022-23,Manipur,Secondary Education,,6537.31,9274.33,15811.64,15811.64
2022-23,Manipur,Elementary Education,,12335.16,20622.45,32957.61,32957.61
2022-23,Manipur,Total,,19766.47,31249.18,51015.65,51015.65
2022-23,Meghalaya,Total,,2730.95,47644.45,50375.4,50375.4
2022-23,Meghalaya,Elementary Education,,1548.78,42773.98,44322.76,44322.76
2022-23,Meghalaya,Secondary Education,,1182.17,3883.03,5065.2,5065.2
2022-23,Meghalaya,Teacher Education,,0.0,987.44,987.44,987.44
2022-23,Mizoram,Elementary Education,,2888.61,11523.5,14412.11,14412.11
2022-23,Mizoram,Total,,6067.76,20428.91,26496.67,26496.67
2022-23,Mizoram,Secondary Education,,3123.79,6976.48,10100.27,10100.27
2022-23,Mizoram,Teacher Education,,55.36,1928.93,1984.29,1984.29
2022-23,Nagaland,Elementary Education,,1977.49,14168.02,16145.51,16145.51
2022-23,Nagaland,Secondary Education,,2952.51,6019.9,8972.41,8972.41
2022-23,Nagaland,Teacher Education,,1437.91,2468.16,3906.07,3906.07
2022-23,Nagaland,Total,,6367.91,22656.08,29024.0,29024.0
2022-23,Odisha,Elementary Education,,48390.42,265380.29,313770.71,313770.71
2022-23,Odisha,Secondary Education,,13664.19,31248.33,44912.51,44912.51
2022-23,Odisha,Teacher Education,,0.0,3994.62,3994.62,3994.62
2022-23,Odisha,Total,,62054.61,300623.23,362677.84,362677.84
2022-23,Puducherry,Total,,483.34,2365.46,2848.8,2848.8
2022-23,Puducherry,Secondary Education,,22.8,571.62,594.42,594.42
2022-23,Puducherry,Elementary Education,,460.54,1662.91,2123.46,2123.46
2022-23,Puducherry,Teacher Education,,0.0,130.92,130.92,130.92
2022-23,Punjab,Elementary Education,,7165.12,71104.31,78269.44,78269.44
2022-23,Punjab,Secondary Education,,5805.44,27444.55,33249.99,33249.99
2022-23,Punjab,Total,,13058.96,99678.01,112736.97,112736.97
2022-23,Punjab,Teacher Education,,88.4,1129.15,1217.55,1217.55
2022-23,Rajasthan,Teacher Education,,0.0,4726.35,4726.35,4726.35
2022-23,Rajasthan,Total,,61076.95,467957.55,529034.5,529034.5
2022-23,Rajasthan,Secondary Education,,37786.86,74244.41,112031.27,112031.27
2022-23,Rajasthan,Elementary Education,,23290.09,388986.79,412276.88,412276.88
2022-23,Sikkim,Secondary Education,,972.5,4204.92,5177.42,5177.42
2022-23,Sikkim,Teacher Education,,0.0,631.49,631.49,631.49
2022-23,Sikkim,Total,,2299.1,10985.87,13284.97,13284.97
2022-23,Sikkim,Elementary Education,,1326.6,6149.46,7476.06,7476.06
2022-23,Tamil Nadu,Elementary Education,,27615.55,229085.89,256701.44,256701.44
2022-23,Tamil Nadu,Secondary Education,,2588.65,54201.98,56790.63,56790.63
2022-23,Tamil Nadu,Teacher Education,,143.66,6763.37,6907.03,6907.03
2022-23,Tamil Nadu,Total,,30347.86,290051.24,320399.1,320399.1
2022-23,Telangana,Secondary Education,,1164.1,26639.45,27803.55,27803.55
2022-23,Telangana,Total,,19947.95,161412.86,181360.81,181360.81
2022-23,Telangana,Teacher Education,,20.0,708.4,728.4,728.4
2022-23,Telangana,Elementary Education,,18763.85,134065.01,152828.86,152828.86
2022-23,Tripura,Teacher Education,,379.53,613.78,993.31,993.31
2022-23,Tripura,Secondary Education,,5979.96,7302.29,13282.25,13282.25
2022-23,Tripura,Elementary Education,,5087.8,23468.91,28556.71,28556.71
2022-23,Tripura,Total,,11447.28,31384.98,42832.26,42832.26
2022-23,Uttar Pradesh,Total,,115272.1,768171.34,883443.44,883443.44
2022-23,Uttar Pradesh,Teacher Education,,0.0,10507.7,10507.7,10507.7
2022-23,Uttar Pradesh,Secondary Education,,22392.02,23587.42,45979.44,45979.44
2022-23,Uttar Pradesh,Elementary Education,,92880.08,734076.23,826956.31,826956.31
2022-23,Uttarakhand,Secondary Education,,6796.15,12791.55,19587.7,19587.7
2022-23,Uttarakhand,Teacher Education,,826.94,2218.75,3045.69,3045.69
2022-23,Uttarakhand,Total,,15993.76,55880.46,71874.22,71874.22
2022-23,Uttarakhand,Elementary Education,,8370.67,40870.16,49240.83,49240.83
2022-23,West Bengal,Total,,36657.04,234414.98,271072.02,271072.02
2022-23,West Bengal,Elementary Education,,23330.74,208362.1,231692.85,231692.85
2022-23,West Bengal,Secondary Education,,13040.78,24599.95,37640.72,37640.72
2022-23,West Bengal,Teacher Education,,285.52,1452.93,1738.45,1738.45
2021-22,Andaman and Nicobar Islands,Elementary Education,,92.7,3412.15,3504.85,3504.85
2021-22,Andaman and Nicobar Islands,Teacher Education,,0.0,61.6,61.6,61.6
2021-22,Andaman and Nicobar Islands,Total,,675.19,4691.0,5366.19,5366.19
2021-22,Andaman and Nicobar Islands,Secondary Education,,582.49,1217.26,1799.75,1799.75
2021-22,Andhra Pradesh,Total,,23720.42,192859.67,216580.09,216580.09
2021-22,Andhra Pradesh,Teacher Education,,0.0,981.98,981.98,981.98
2021-22,Andhra Pradesh,Secondary Education,,14444.76,38486.28,52931.04,52931.04
2021-22,Andhra Pradesh,Elementary Education,,9275.66,153391.41,162667.07,162667.07
2021-22,Arunachal Pradesh,Total,,1367.21,34281.1,35648.31,35648.31
2021-22,Arunachal Pradesh,Teacher Education,,0.0,1236.89,1236.89,1236.89
2021-22,Arunachal Pradesh,Secondary Education,,544.3,3795.27,4339.57,4339.57
2021-22,Arunachal Pradesh,Elementary Education,,822.91,29248.94,30071.85,30071.85
2021-22,Assam,Secondary Education,,14139.03,16450.79,30589.81,30589.81
2021-22,Assam,Teacher Education,,226.09,4336.74,4562.83,4562.83
2021-22,Assam,Total,,31363.93,192296.18,223660.11,223660.11
2021-22,Assam,Elementary Education,,16998.81,171508.66,188507.46,188507.46
2021-22,Bihar,Secondary Education,,1243.21,14307.57,15550.78,15550.78
2021-22,Bihar,Elementary Education,,8690.52,648674.87,657365.39,657365.39
2021-22,Bihar,Teacher Education,,0.0,499.7,499.7,499.7
2021-22,Bihar,Total,,9933.73,663482.14,673415.87,673415.87
2021-22,Chandigarh,Total,,269.4,9335.13,9604.53,9604.53
2021-22,Chandigarh,Elementary Education,,72.2,8710.75,8782.95,8782.95
2021-22,Chandigarh,Teacher Education,,0.0,21.08,21.08,21.08
2021-22,Chandigarh,Secondary Education,,197.2,603.29,800.49,800.49
2021-22,Chhattisgarh,Teacher Education,,475.49,2152.38,2627.87,2627.87
2021-22,Chhattisgarh,Secondary Education,,3820.83,25848.35,29669.18,29669.18
2021-22,Chhattisgarh,Elementary Education,,10905.87,89121.92,100027.79,100027.79
2021-22,Chhattisgarh,Total,,15202.19,117122.65,132324.84,132324.84
2021-22,Daman and Diu and Dadra and Nagar Haveli,Total,,441.88,5226.95,5668.83,5668.83
2021-22,Daman and Diu and Dadra and Nagar Haveli,Teacher Education,,0.0,135.64,135.64,135.64
2021-22,Daman and Diu and Dadra and Nagar Haveli,Elementary Education,,364.88,4638.42,5003.3,5003.3
2021-22,Daman and Diu and Dadra and Nagar Haveli,Secondary Education,,77.0,452.89,529.89,529.89
2021-22,Delhi,Teacher Education,,0.0,1119.0,1119.0,1119.0
2021-22,Delhi,Secondary Education,,2377.12,3684.01,6061.13,6061.13
2021-22,Delhi,Elementary Education,,561.51,40031.85,40593.36,40593.36
2021-22,Delhi,Total,,2938.63,44834.86,47773.49,47773.49
2021-22,Goa,Teacher Education,,16.76,268.68,285.44,285.44
2021-22,Goa,Secondary Education,,110.22,1008.4,1118.62,1118.62
2021-22,Goa,Elementary Education,,114.14,2386.35,2500.49,2500.49
2021-22,Goa,Total,,241.12,3663.43,3904.55,3904.55
2021-22,Gujarat,Teacher Education,,25.6,3235.3,3260.9,3260.9
2021-22,Gujarat,Elementary Education,,10035.21,196773.96,206809.17,206809.17
2021-22,Gujarat,Total,,11650.91,212814.15,224465.06,224465.06
2021-22,Gujarat,Secondary Education,,1590.1,12804.89,14394.99,14394.99
2021-22,Haryana,Teacher Education,,20.0,3516.9,3536.9,3536.9
2021-22,Haryana,Secondary Education,,9302.39,43025.01,52327.4,52327.4
2021-22,Haryana,Elementary Education,,5291.76,60258.57,65550.33,65550.33
2021-22,Haryana,Total,,14614.15,106800.48,121414.63,121414.63
2021-22,Himachal Pradesh,Secondary Education,,7999.52,15418.62,23418.14,23418.14
2021-22,Himachal Pradesh,Elementary Education,,2783.62,34122.58,36906.2,36906.2
2021-22,Himachal Pradesh,Total,,10783.14,51229.28,62012.42,62012.42
2021-22,Himachal Pradesh,Teacher Education,,0.0,1688.08,1688.08,1688.08
2021-22,Jammu and Kashmir,Total,,14150.57,97593.59,111744.16,111744.16
2021-22,Jammu and Kashmir,Teacher Education,,0.0,2415.57,2415.57,2415.57
2021-22,Jammu and Kashmir,Secondary Education,,2887.38,15584.88,18472.26,18472.26
2021-22,Jammu and Kashmir,Elementary Education,,11263.19,79593.14,90856.33,90856.33
2021-22,Jharkhand,Secondary Education,,5001.15,9863.76,14864.91,14864.91
2021-22,Jharkhand,Total,,10360.23,198425.15,208785.38,208785.38
2021-22,Jharkhand,Teacher Education,,423.86,840.24,1264.1,1264.1
2021-22,Jharkhand,Elementary Education,,4935.22,187721.15,192656.37,192656.37
2021-22,Karnataka,Elementary Education,,4946.2,130866.38,135812.58,135812.58
2021-22,Karnataka,Secondary Education,,1558.15,12536.85,14095.0,14095.0
2021-22,Karnataka,Teacher Education,,0.0,3879.74,3879.74,3879.74
2021-22,Karnataka,Total,,6504.35,147282.98,153787.33,153787.33
2021-22,Kerala,Total,,1876.5,61797.51,63674.01,63674.01
2021-22,Kerala,Elementary Education,,1271.28,48909.4,50180.68,50180.68
2021-22,Kerala,Secondary Education,,605.22,10446.07,11051.29,11051.29
2021-22,Kerala,Teacher Education,,0.0,2442.04,2442.04,2442.04
2021-22,Ladakh,Teacher Education,,0.0,140.0,140.0,140.0
2021-22,Ladakh,Elementary Education,,1202.08,1914.95,3117.03,3117.03
2021-22,Ladakh,Total,,3003.08,3367.0,6370.08,6370.08
2021-22,Ladakh,Secondary Education,,1801.0,1312.05,3113.05,3113.05
2021-22,Lakshadweep,Elementary Education,,0.0,367.37,367.37,367.37
2021-22,Lakshadweep,Secondary Education,,0.0,114.15,114.15,114.15
2021-22,Lakshadweep,Teacher Education,,0.0,54.4,54.4,54.4
2021-22,Lakshadweep,Total,,0.0,535.92,535.92,535.92
2021-22,Madhya Pradesh,Elementary Education,,1583.13,396112.99,397696.12,397696.12
2021-22,Madhya Pradesh,Secondary Education,,6380.08,53924.65,60304.74,60304.74
2021-22,Madhya Pradesh,Teacher Education,,10.0,3864.82,3874.82,3874.82
2021-22,Madhya Pradesh,Total,,7973.21,453902.46,461875.67,461875.67
2021-22,Maharashtra,Total,,5480.85,146928.8,152409.65,152409.65
2021-22,Maharashtra,Teacher Education,,51.2,3137.22,3188.42,3188.42
2021-22,Maharashtra,Secondary Education,,2365.5,11724.86,14090.36,14090.36
2021-22,Maharashtra,Elementary Education,,3064.15,132066.72,135130.87,135130.87
2021-22,Manipur,Secondary Education,,10153.36,7388.78,17542.15,17542.15
2021-22,Manipur,Teacher Education,,0.0,1309.8,1309.8,1309.8
2021-22,Manipur,Elementary Education,,6348.38,18541.81,24890.19,24890.19
2021-22,Manipur,Total,,16501.74,27240.39,43742.14,43742.14
2021-22,Meghalaya,Total,,5340.22,46371.52,51711.74,51711.74
2021-22,Meghalaya,Teacher Education,,0.0,926.2,926.2,926.2
2021-22,Meghalaya,Secondary Education,,1996.55,2792.31,4788.86,4788.86
2021-22,Meghalaya,Elementary Education,,3343.67,42653.01,45996.68,45996.68
2021-22,Mizoram,Total,,3715.21,17673.46,21388.67,21388.67
2021-22,Mizoram,Elementary Education,,1395.16,11658.23,13053.39,13053.39
2021-22,Mizoram,Secondary Education,,2320.06,4329.89,6649.95,6649.95
2021-22,Mizoram,Teacher Education,,0.0,1685.33,1685.33,1685.33
2021-22,Nagaland,Secondary Education,,1685.93,5523.13,7209.06,7209.06
2021-22,Nagaland,Teacher Education,,948.68,2248.37,3197.05,3197.05
2021-22,Nagaland,Elementary Education,,1907.76,12404.98,14312.74,14312.74
2021-22,Nagaland,Total,,4542.37,20176.48,24718.85,24718.85
2021-22,Odisha,Elementary Education,,12389.12,239858.33,252247.45,252247.45
2021-22,Odisha,Teacher Education,,0.0,3674.82,3674.82,3674.82
2021-22,Odisha,Secondary Education,,1772.52,21082.94,22855.46,22855.46
2021-22,Odisha,Total,,14161.64,264616.09,278777.73,278777.73
2021-22,Puducherry,Elementary Education,,54.11,1652.92,1707.03,1707.03
2021-22,Puducherry,Secondary Education,,318.09,502.82,820.92,820.92
2021-22,Puducherry,Teacher Education,,0.0,130.0,130.0,130.0
2021-22,Puducherry,Total,,372.2,2285.74,2657.94,2657.94
2021-22,Punjab,Teacher Education,,0.0,2184.26,2184.26,2184.26
2021-22,Punjab,Elementary Education,,4231.98,69341.23,73573.21,73573.21
2021-22,Punjab,Secondary Education,,12468.46,24377.85,36846.31,36846.31
2021-22,Punjab,Total,,16700.44,95903.33,112603.77,112603.77
2021-22,Rajasthan,Elementary Education,,4656.94,386343.06,391000.0,391000.0
2021-22,Rajasthan,Secondary Education,,24902.78,59475.59,84378.37,84378.37
2021-22,Rajasthan,Teacher Education,,0.0,4260.24,4260.24,4260.24
2021-22,Rajasthan,Total,,29559.72,450078.89,479638.61,479638.61
2021-22,Sikkim,Secondary Education,,1674.01,2927.85,4601.86,4601.86
2021-22,Sikkim,Elementary Education,,1063.71,6471.14,7534.85,7534.85
2021-22,Sikkim,Teacher Education,,200.0,577.7,777.7,777.7
2021-22,Sikkim,Total,,2937.72,9976.69,12914.41,12914.41
2021-22,Tamil Nadu,Teacher Education,,0.0,6238.91,6238.91,6238.91
2021-22,Tamil Nadu,Secondary Education,,5991.06,57933.05,63924.11,63924.11
2021-22,Tamil Nadu,Total,,19502.14,281469.34,300971.48,300971.48
2021-22,Tamil Nadu,Elementary Education,,13511.08,217297.38,230808.46,230808.46
2021-22,Telangana,Total,,11030.82,154084.07,165114.89,165114.89
2021-22,Telangana,Elementary Education,,1270.5,124425.53,125696.03,125696.03
2021-22,Telangana,Secondary Education,,9760.32,28954.72,38715.04,38715.04
2021-22,Telangana,Teacher Education,,0.0,703.81,703.81,703.81
2021-22,Tripura,Elementary Education,,2678.06,20754.69,23432.75,23432.75
2021-22,Tripura,Secondary Education,,2894.82,4090.46,6985.28,6985.28
2021-22,Tripura,Teacher Education,,322.06,581.06,903.12,903.12
2021-22,Tripura,Total,,5894.94,25426.2,31321.14,31321.14
2021-22,Uttar Pradesh,Teacher Education,,0.0,9977.22,9977.22,9977.22
2021-22,Uttar Pradesh,Total,,45278.06,748447.2,793725.26,793725.26
2021-22,Uttar Pradesh,Elementary Education,,38425.81,723458.9,761884.71,761884.71
2021-22,Uttar Pradesh,Secondary Education,,6852.25,15011.09,21863.34,21863.34
2021-22,Uttarakhand,Total,,16275.75,53155.07,69430.82,69430.82
2021-22,Uttarakhand,Secondary Education,,10140.93,9709.42,19850.35,19850.35
2021-22,Uttarakhand,Teacher Education,,442.14,2199.94,2642.08,2642.08
2021-22,Uttarakhand,Elementary Education,,5692.68,41245.71,46938.39,46938.39
2021-22,West Bengal,Teacher Education,,10.0,1565.14,1575.14,1575.14
2021-22,West Bengal,Elementary Education,,17704.46,287754.63,305459.09,305459.09
2021-22,West Bengal,Total,,34282.04,321430.28,355712.33,355712.33
2021-22,West Bengal,Secondary Education,,16567.58,32110.51,48678.09,48678.09
2020-21,Andaman and Nicobar Islands,Secondary Education,,544.35,1083.86,1628.21,1628.21
2020-21,Andaman and Nicobar Islands,Total,,672.55,4673.12,5345.66,5345.66
2020-21,Andaman and Nicobar Islands,Teacher Education,,0.0,67.7,67.7,67.7
2020-21,Andaman and Nicobar Islands,Elementary Education,,128.2,3521.56,3649.76,3649.76
2020-21,Andhra Pradesh,Total,,13674.95,185752.01,199426.96,199426.96
2020-21,Andhra Pradesh,Teacher Education,,240.0,1037.3,1277.3,1277.3
2020-21,Andhra Pradesh,Secondary Education,,200.0,27211.14,27411.14,27411.14
2020-21,Andhra Pradesh,Elementary Education,,13234.95,157503.57,170738.52,170738.52
2020-21,Arunachal Pradesh,Elementary Education,,7290.43,31383.34,38673.77,38673.77
2020-21,Arunachal Pradesh,Secondary Education,,0.0,4030.59,4030.59,4030.59
2020-21,Arunachal Pradesh,Teacher Education,,636.97,946.66,1583.63,1583.63
2020-21,Arunachal Pradesh,Total,,7927.41,36360.59,44287.99,44287.99
2020-21,Assam,Elementary Education,,21437.89,166603.82,188041.71,188041.71
2020-21,Assam,Secondary Education,,3019.0,19939.25,22958.25,22958.25
2020-21,Assam,Teacher Education,,0.0,5119.07,5119.07,5119.07
2020-21,Assam,Total,,24456.89,191662.13,216119.02,216119.02
2020-21,Bihar,Total,,13346.73,625932.41,639279.14,639279.14
2020-21,Bihar,Secondary Education,,161.41,14270.53,14431.94,14431.94
2020-21,Bihar,Elementary Education,,13114.92,611474.58,624589.5,624589.5
2020-21,Bihar,Teacher Education,,70.4,187.3,257.7,257.7
2020-21,Chandigarh,Secondary Education,,0.0,524.37,524.37,524.37
2020-21,Chandigarh,Teacher Education,,0.0,24.25,24.25,24.25
2020-21,Chandigarh,Elementary Education,,13.3,8344.66,8357.96,8357.96
2020-21,Chandigarh,Total,,13.3,8893.28,8906.58,8906.58
2020-21,Chhattisgarh,Teacher Education,,0.0,1928.57,1928.57,1928.57
2020-21,Chhattisgarh,Elementary Education,,0.0,101236.76,101236.76,101236.76
2020-21,Chhattisgarh,Total,,7374.06,125386.68,132760.74,132760.74
2020-21,Chhattisgarh,Secondary Education,,7374.06,22221.35,29595.41,29595.41
2020-21,Dadra and Nagar Haveli and Daman and Diu,Total,,466.96,5727.83,6194.78,6194.78
2020-21,Dadra and Nagar Haveli and Daman and Diu,Teacher Education,,6.4,119.56,125.96,125.96
2020-21,Dadra and Nagar Haveli and Daman and Diu,Elementary Education,,282.88,4928.89,5211.76,5211.76
2020-21,Dadra and Nagar Haveli and Daman and Diu,Secondary Education,,177.68,679.38,857.06,857.06
2020-21,Delhi,Elementary Education,,3244.15,37435.7,40679.85,40679.85
2020-21,Delhi,Secondary Education,,786.1,4246.91,5033.01,5033.01
2020-21,Delhi,Teacher Education,,0.0,2065.47,2065.47,2065.47
2020-21,Delhi,Total,,4030.25,43748.08,47778.33,47778.33
2020-21,Goa,Elementary Education,,150.92,2441.68,2592.6,2592.6
2020-21,Goa,Total,,156.92,4171.99,4328.91,4328.91
2020-21,Goa,Teacher Education,,0.0,201.45,201.45,201.45
2020-21,Goa,Secondary Education,,6.0,1528.85,1534.85,1534.85
2020-21,Gujarat,Secondary Education,,1032.77,13214.3,14247.07,14247.07
2020-21,Gujarat,Elementary Education,,16366.64,250097.81,266464.45,266464.45
2020-21,Gujarat,Total,,17399.41,267131.07,284530.48,284530.48
2020-21,Gujarat,Teacher Education,,0.0,3818.97,3818.97,3818.97
2020-21,Haryana,Total,,5131.73,113206.03,118337.76,118337.76
2020-21,Haryana,Elementary Education,,1478.68,61001.98,62480.66,62480.66
2020-21,Haryana,Secondary Education,,3653.06,48350.38,52003.44,52003.44
2020-21,Haryana,Teacher Education,,0.0,3853.66,3853.66,3853.66
2020-21,Himachal Pradesh,Teacher Education,,111.78,1680.6,1792.38,1792.38
2020-21,Himachal Pradesh,Total,,5047.63,55568.47,60616.1,60616.1
2020-21,Himachal Pradesh,Secondary Education,,3353.87,20290.82,23644.69,23644.69
2020-21,Himachal Pradesh,Elementary Education,,1581.98,33597.05,35179.03,35179.03
2020-21,Jammu and Kashmir,Total,,8342.17,99025.8,107367.97,107367.97
2020-21,Jammu and Kashmir,Secondary Education,,4291.99,11697.69,15989.68,15989.68
2020-21,Jammu and Kashmir,Teacher Education,,0.0,2344.67,2344.67,2344.67
2020-21,Jammu and Kashmir,Elementary Education,,4050.18,84983.44,89033.62,89033.62
2020-21,Jharkhand,Teacher Education,,0.0,507.77,507.77,507.77
2020-21,Jharkhand,Total,,5993.94,203394.05,209387.99,209387.99
2020-21,Jharkhand,Elementary Education,,3392.94,193371.39,196764.33,196764.33
2020-21,Jharkhand,Secondary Education,,2601.0,9514.89,12115.89,12115.89
2020-21,Karnataka,Elementary Education,,664.76,123018.81,123683.58,123683.58
2020-21,Karnataka,Secondary Education,,4982.65,13304.18,18286.83,18286.83
2020-21,Karnataka,Teacher Education,,64.0,3669.91,3733.91,3733.91
2020-21,Karnataka,Total,,5711.41,139992.9,145704.32,145704.32
2020-21,Kerala,Total,,1689.24,70189.22,71878.46,71878.46
2020-21,Kerala,Teacher Education,,25.0,2918.51,2943.51,2943.51
2020-21,Kerala,Secondary Education,,500.0,10954.53,11454.53,11454.53
2020-21,Kerala,Elementary Education,,1164.24,56316.18,57480.42,57480.42
2020-21,Ladakh,Total,,4152.64,4144.66,8297.3,8297.3
2020-21,Ladakh,Teacher Education,,52.8,87.0,139.8,139.8
2020-21,Ladakh,Secondary Education,,2212.46,1229.06,3441.52,3441.52
2020-21,Ladakh,Elementary Education,,1887.38,2828.6,4715.98,4715.98
2020-21,Lakshadweep,Total,,14.88,640.67,655.55,655.55
2020-21,Lakshadweep,Teacher Education,,0.0,34.4,34.4,34.4
2020-21,Lakshadweep,Secondary Education,,8.0,184.83,192.83,192.83
2020-21,Lakshadweep,Elementary Education,,6.88,421.44,428.32,428.32
2020-21,Madhya Pradesh,Elementary Education,,8781.77,398545.41,407327.18,407327.18
2020-21,Madhya Pradesh,Secondary Education,,1580.95,60763.81,62344.76,62344.76
2020-21,Madhya Pradesh,Teacher Education,,150.0,3392.57,3542.57,3542.57
2020-21,Madhya Pradesh,Total,,10512.72,462701.8,473214.52,473214.52
2020-21,Maharashtra,Total,,6511.67,141891.1,148402.77,148402.77
2020-21,Maharashtra,Teacher Education,,0.0,3450.35,3450.35,3450.35
2020-21,Maharashtra,Secondary Education,,9.0,11346.25,11355.25,11355.25
2020-21,Maharashtra,Elementary Education,,6502.67,127094.5,133597.17,133597.17
2020-21,Manipur,Total,,5613.56,22695.22,28308.78,28308.78
2020-21,Manipur,Teacher Education,,1781.08,1972.01,3753.09,3753.09
2020-21,Manipur,Secondary Education,,2893.14,5487.05,8380.19,8380.19
2020-21,Manipur,Elementary Education,,939.34,15236.17,16175.51,16175.51
2020-21,Meghalaya,Elementary Education,,3180.9,41462.57,44643.47,44643.47
2020-21,Meghalaya,Total,,3336.0,44820.45,48156.45,48156.45
2020-21,Meghalaya,Secondary Education,,155.1,2107.54,2262.64,2262.64
2020-21,Meghalaya,Teacher Education,,0.0,1250.34,1250.34,1250.34
2020-21,Mizoram,Secondary Education,,1384.12,3286.48,4670.59,4670.59
2020-21,Mizoram,Elementary Education,,1008.11,11900.95,12909.06,12909.06
2020-21,Mizoram,Teacher Education,,327.34,2016.29,2343.63,2343.63
2020-21,Mizoram,Total,,2719.57,17203.72,19923.29,19923.29
2020-21,Nagaland,Teacher Education,,0.0,2510.37,2510.37,2510.37
2020-21,Nagaland,Secondary Education,,582.34,4012.8,4595.13,4595.13
2020-21,Nagaland,Elementary Education,,786.28,11707.76,12494.04,12494.04
2020-21,Nagaland,Total,,1368.62,18230.93,19599.55,19599.55
2020-21,Odisha,Secondary Education,,2114.71,31430.97,33545.68,33545.68
2020-21,Odisha,Teacher Education,,164.0,3664.58,3828.58,3828.58
2020-21,Odisha,Total,,3855.79,360186.3,364042.09,364042.09
2020-21,Odisha,Elementary Education,,1577.08,325090.75,326667.83,326667.83
2020-21,Puducherry,Elementary Education,,64.0,1629.19,1693.19,1693.19
2020-21,Puducherry,Teacher Education,,0.0,129.95,129.95,129.95
2020-21,Puducherry,Secondary Education,,45.0,849.4,894.4,894.4
2020-21,Puducherry,Total,,109.0,2608.54,2717.54,2717.54
2020-21,Punjab,Teacher Education,,0.0,1469.02,1469.02,1469.02
2020-21,Punjab,Elementary Education,,6714.1,70723.17,77437.27,77437.27
2020-21,Punjab,Secondary Education,,9227.72,22221.36,31449.08,31449.08
2020-21,Punjab,Total,,15941.82,94413.55,110355.37,110355.37
2020-21,Rajasthan,Elementary Education,,10386.85,351882.02,362268.87,362268.87
2020-21,Rajasthan,Teacher Education,,0.0,5570.16,5570.16,5570.16
2020-21,Rajasthan,Secondary Education,,4680.98,49685.55,54366.53,54366.53
2020-21,Rajasthan,Total,,15067.83,407137.73,422205.56,422205.56
2020-21,Sikkim,Teacher Education,,0.0,538.34,538.34,538.34
2020-21,Sikkim,Secondary Education,,902.7,3071.4,3974.1,3974.1
2020-21,Sikkim,Elementary Education,,269.2,6676.17,6945.37,6945.37
2020-21,Sikkim,Total,,1171.9,10285.9,11457.8,11457.8
2020-21,Tamil Nadu,Teacher Education,,532.84,6476.31,7009.15,7009.15
2020-21,Tamil Nadu,Secondary Education,,21521.17,45832.29,67353.46,67353.46
2020-21,Tamil Nadu,Elementary Education,,12330.36,229468.08,241798.44,241798.44
2020-21,Tamil Nadu,Total,,34384.37,281776.68,316161.04,316161.04
2020-21,Telangana,Total,,17024.88,133390.98,150415.86,150415.86
2020-21,Telangana,Teacher Education,,70.4,1472.52,1542.92,1542.92
2020-21,Telangana,Secondary Education,,1967.24,21806.42,23773.66,23773.66
2020-21,Telangana,Elementary Education,,14987.24,110112.03,125099.28,125099.28
2020-21,Tripura,Teacher Education,,634.26,595.69,1229.95,1229.95
2020-21,Tripura,Total,,3222.31,27531.87,30754.19,30754.19
2020-21,Tripura,Elementary Education,,2206.12,23105.58,25311.7,25311.7
2020-21,Tripura,Secondary Education,,381.93,3830.6,4212.53,4212.53
2020-21,Uttar Pradesh,Teacher Education,,0.0,10952.06,10952.06,10952.06
2020-21,Uttar Pradesh,Elementary Education,,105225.16,755737.15,860962.32,860962.32
2020-21,Uttar Pradesh,Secondary Education,,11497.38,17376.52,28873.9,28873.9
2020-21,Uttar Pradesh,Total,,116722.54,784065.73,900788.28,900788.28
2020-21,Uttarakhand,Total,,10628.96,54664.16,65293.11,65293.11
2020-21,Uttarakhand,Teacher Education,,0.0,2857.14,2857.14,2857.14
2020-21,Uttarakhand,Secondary Education,,6759.81,7964.92,14724.73,14724.73
2020-21,Uttarakhand,Elementary Education,,3869.15,43842.09,47711.24,47711.24
2020-21,West Bengal,Elementary Education,,12197.27,373079.06,385276.34,385276.34
2020-21,West Bengal,Secondary Education,,122.35,27600.81,27723.16,27723.16
2020-21,West Bengal,Teacher Education,,64.0,1635.25,1699.25,1699.25
2020-21,West Bengal,Total,,12383.62,402315.13,414698.75,414698.75
2019-20,Andaman and Nicobar Islands,Total,,18.0,4068.11,4086.11,4086.11
2019-20,Andaman and Nicobar Islands,Teacher Education,,0.0,59.8,59.8,59.8
2019-20,Andaman and Nicobar Islands,Secondary Education,,18.0,1585.82,1603.82,1603.82
2019-20,Andaman and Nicobar Islands,Elementary Education,,0.0,2422.49,2422.49,2422.49
2019-20,Andhra Pradesh,Elementary Education,,19441.51,178509.86,197951.37,197951.37
