District;State;Central Government Schools;District ID;Female Gender;General Social Group;Government Aided Schools;Government Schools;Grade;Male Gender;OBC Social Group;Private School;Rural Location;SC Social Group;ST Social Group;State ID;Total Schools;Total Students;Total Teachers;Transgender;Urban Location
Kupwara;Jammu & Kashmir;0;101;50.702248;65.31792;0;54.395603;Grade 3;49.297752;20.375723;45.604397;92.03297;0.433526;13.00578;1;48;728;144;0;7.967033
Baramula;Jammu & Kashmir;8.484848;102;52.63975;86.419754;0;41.21212;Grade 3;47.36025;5.291005;50.303032;78.63636;0.52910054;6.878307;1;50;660;152;0;21.363636
Srinagar;Jammu & Kashmir;6.7150636;103;49.54628;91.84061;0;31.397459;Grade 3;50.45372;2.2770398;61.887478;1.2704175;0.7590133;5.1233397;1;42;551;122;0;98.72958
Badgam;Jammu & Kashmir;6.539075;104;47.049442;64.65364;0;47.84689;Grade 3;52.950558;26.820604;45.614037;80.0638;0.5328597;5.150977;1;50;627;150;0;19.936205
Pulwama;Jammu & Kashmir;1.7777778;105;48.897797;63.09013;0;61.77778;Grade 3;51.102203;15.450644;36.444443;84.666664;3.0042918;16.738197;1;46;900;138;0;15.333333
Anantnag;Jammu & Kashmir;0;106;49.393414;64.10714;0;44.52055;Grade 3;50.606586;10;55.47945;82.19178;0;25.178572;1;46;584;137;0;17.80822
Doda;Jammu & Kashmir;8.90937;109;48.233486;69.65174;0;45.16129;Grade 3;51.766514;1.1608623;45.92934;75.422424;12.769485;8.789387;1;51;651;146;0;24.577574
Udhampur;Jammu & Kashmir;15.254237;110;49.066216;60.85343;0;43.050846;Grade 3;50.933784;4.638219;41.694916;80.67796;24.675325;9.833024;1;47;590;140;0;19.322035
Punch;Jammu & Kashmir;0;111;48.479088;47.572815;0;58.93536;Grade 3;51.520912;8.932039;41.06464;94.86692;0.3883495;42.91262;1;47;526;138;0;5.13308
Rajauri;Jammu & Kashmir;9.693053;112;48.78837;45.908184;0;44.264942;Grade 3;51.21163;7.185629;46.042004;77.22132;3.992016;42.11577;1;47;619;130;0;22.778675
Jammu;Jammu & Kashmir;34.36426;113;51.431843;57.875458;0;33.676975;Grade 3;48.568157;6.105006;31.958763;54.180984;25.274725;10.01221;1;53;873;159;0;45.819016
Kathua;Jammu & Kashmir;14.925373;114;47.42952;62.02532;0;39.96683;Grade 3;52.57048;7.9566;45.107796;75.290215;20.614828;8.679928;1;48;603;130;0;24.709784
Shopian;Jammu & Kashmir;0;115;53.113552;63.481953;0;40.47619;Grade 3;46.886448;14.437367;59.52381;85.531136;0.21231422;18.471338;1;40;546;120;0;14.468864
Bandipora;Jammu & Kashmir;3.4358046;116;46.83544;66.09808;0;50.63291;Grade 3;53.16456;13.006396;45.931282;81.19349;0;20.895523;1;43;553;118;0;18.806509
Kishtwar;Jammu & Kashmir;5.576208;117;45.539032;61.309525;3.1598513;36.988846;Grade 3;54.460968;3.9682539;54.275093;80.85502;13.095238;18.25397;1;46;538;123;0;19.144981
Ramban;Jammu & Kashmir;0;118;47.058823;73.45795;0;47.87234;Grade 3;52.941177;1.8691589;52.12766;79.25532;4.4859815;14.579439;1;48;564;123;0;20.74468
Ganderbal;Jammu & Kashmir;0;119;49.36709;39.851025;0;62.56781;Grade 3;50.63291;23.277468;37.43219;98.73418;1.1173184;34.63687;1;40;553;116;0;1.2658228
Kulgam;Jammu & Kashmir;0;120;51.152073;78.006874;0;51.134644;Grade 3;48.847927;6.185567;48.865356;100;0.68728524;15.120275;1;49;661;136;0;0
Reasi;Jammu & Kashmir;5.9760957;121;42.828686;54.366814;0;40.239044;Grade 3;57.171314;11.353712;53.78486;73.70518;15.938865;17.467249;1;45;502;110;0;26.29482
Samba;Jammu & Kashmir;5.894737;122;50.31579;47.24576;0;33.473682;Grade 3;49.68421;8.898305;60.63158;76.8421;37.288136;6.5677967;1;35;475;97;0;23.157894
Chamba;Himachal Pradesh;21.398003;201;43.8152;58.139534;0;46.36234;Grade 3;56.1848;1.9677997;32.23966;86.16263;14.669052;25.223614;2;54;701;123;0;13.837376
Kangra;Himachal Pradesh;19.15167;202;47.943443;39.090908;0;41.902313;Grade 3;52.056557;30.12987;38.946014;95.37275;21.298702;9.480519;2;54;778;128;0;4.6272492
Lahul & Spiti;Himachal Pradesh;4.878049;203;47.96748;1.7094017;0;23.577236;Grade 3;52.03252;0;71.544716;100;2.5641026;95.726494;2;10;123;30;0;0
Kullu;Himachal Pradesh;5.9171596;204;47.534515;58.63747;0;51.084812;Grade 3;52.465485;2.676399;42.998028;91.913216;28.710463;9.975669;2;45;507;89;0;8.086785
Mandi;Himachal Pradesh;12.375533;205;49.502132;58.72534;0;43.95448;Grade 3;50.497868;9.104704;43.669987;90.04267;30.955994;1.0622154;2;55;703;138;0;9.957326
Hamirpur (H.P.);Himachal Pradesh;9.259259;206;48.919754;60.841423;0;44.290123;Grade 3;51.080246;15.695793;46.45062;88.888885;22.006472;1.4563106;2;43;648;101;0;11.111111
Una;Himachal Pradesh;10.169492;207;50.16949;43.761303;0;52.711864;Grade 3;49.83051;26.943943;37.118645;89.32204;24.77396;4.520796;2;37;590;105;0;10.677966
Bilaspur (H.P.);Himachal Pradesh;4.208754;208;44.612793;64.801445;0;52.525253;Grade 3;55.387207;5.776173;43.265995;81.14478;28.158844;1.0830325;2;50;594;115;0;18.855219
Solan;Himachal Pradesh;6.412214;209;50.53435;67.879745;0;56.030533;Grade 3;49.46565;5.379747;37.55725;67.63359;25.316456;1.4240507;2;35;655;94;0;32.366413
Sirmaur;Himachal Pradesh;6.1654134;210;47.969925;49.488056;0;53.984962;Grade 3;52.030075;18.259386;39.849625;77.293236;26.79181;5.460751;2;45;665;106;0;22.706766
Shimla;Himachal Pradesh;15.156018;211;48.737;73.301735;0;35.661217;Grade 3;51.263;0.9478673;49.182762;51.114414;23.064772;2.6856241;2;50;673;116;0;48.885586
Kinnaur;Himachal Pradesh;8.196721;212;46.994537;25.903614;0;41.256832;Grade 3;53.005463;0;50.546448;100;16.26506;57.831326;2;34;366;69;0;0
Gurdaspur;Punjab;6.2565174;301;49.11366;35.436382;18.978102;39.937435;Grade 3;50.88634;31.230284;34.827946;68.40459;32.912724;0.4206099;3;53;959;116;0;31.595411
Amritsar;Punjab;8.982036;302;53.293415;46.673386;22.55489;36.027943;Grade 3;46.706585;16.633064;32.43513;31.137724;36.491936;0.2016129;3;41;1002;72;0;68.862274
Kapurthala;Punjab;12.065439;303;47.95501;43.386242;19.734152;38.036808;Grade 3;52.04499;17.460318;30.163599;45.60327;38.62434;0.52910054;3;48;978;95;0;54.39673
Jalandhar;Punjab;22.47191;304;49.812733;49.153847;22.097378;29.063671;Grade 3;50.187267;8.769231;26.36704;35.955055;42;0.07692308;3;54;1335;129;0;64.044945
Hoshiarpur;Punjab;3.318584;305;48.783184;37.919464;21.238937;41.37168;Grade 3;51.216816;22.259508;34.070797;59.292034;39.82103;0;3;49;904;99;0;40.707966
Nawanshahr;Punjab;0;306;48.8529;41.32791;7.962213;48.8529;Grade 3;51.1471;19.783197;43.184887;59.649124;38.617886;0.13550135;3;39;741;80;0;40.350876
Rupnagar;Punjab;3.1380754;307;49.58159;39.130436;17.782427;40.899582;Grade 3;50.41841;28.52598;38.179916;65.48117;31.813362;0.5302227;3;46;956;89;0;34.51883
Fatehgarh Sahib;Punjab;6.802721;308;50.113895;48.37963;10.997732;41.26984;Grade 3;49.886105;15.972222;40.929707;62.2449;34.60648;0;3;42;882;85;0;37.7551
Ludhiana;Punjab;13.769531;309;47.16797;55.686275;26.660156;30.46875;Grade 3;52.83203;13.333333;29.101562;40.13672;30.980392;0;3;45;1024;66;0;59.86328
Moga;Punjab;0;310;48.61751;41.67637;22.580645;41.013824;Grade 3;51.38249;12.456345;36.40553;60.714287;45.867287;0;3;34;868;70;0;39.285713
Firozpur;Punjab;7.8059072;311;49.841606;34.042553;18.98734;43.248943;Grade 3;50.158394;8.404255;29.957806;46.20253;57.340427;0.10638298;3;43;948;73;0;53.79747
Muktsar;Punjab;0;312;43.446243;31.689089;9.278351;52.724594;Grade 3;56.553757;9.715994;37.997055;73.490425;58.594917;0;3;30;679;52;0;26.509573
Faridkot;Punjab;3.4642031;313;49.884525;37.878788;20.900692;38.91455;Grade 3;50.115475;14.685315;36.720554;44.91917;47.202797;0.23310024;3;35;866;72;0;55.08083
Bathinda;Punjab;15.29052;314;49.439346;38.178097;18.246687;36.901123;Grade 3;50.560654;18.935516;29.561672;33.43527;42.579323;0.2047083;3;39;981;78;0;66.56473
Mansa;Punjab;0;315;49.034748;41.42091;11.454311;46.074646;Grade 3;50.965252;15.147453;42.471043;63.320465;43.431637;0;3;31;777;59;0;36.679535
Sangrur;Punjab;6.4724917;316;47.68069;44.191097;24.163969;37.00108;Grade 3;52.31931;23.127035;32.36246;56.418556;32.681866;0;3;39;927;85;0;43.581444
Patiala;Punjab;12.765958;317;47.918594;51.40187;20.444033;35.33765;Grade 3;52.081406;22.24299;31.452358;36.632748;25.981308;0.37383178;3;46;1081;97;0;63.367252
Mohali;Punjab;14.428858;318;46.793587;63.232323;16.332664;38.176353;Grade 3;53.206413;16.161615;31.062124;41.282566;20.20202;0.4040404;3;42;998;108;0;58.717434
Taran Taran;Punjab;7.3260074;319;49.694748;41.625;12.210012;42.61294;Grade 3;50.305252;10.625;37.851036;77.77778;47.625;0.125;3;35;819;70;0;22.222221
Barnala;Punjab;4.2134833;320;45.926968;41.209564;7.8651686;42.55618;Grade 3;54.073032;17.580872;45.36517;57.44382;41.209564;0;3;30;712;83;0;42.55618
Fazilka;Punjab;13.169642;321;50.892857;27.546297;16.294643;40.401787;Grade 3;49.107143;24.768518;30.133928;55.46875;47.569443;0.11574074;3;43;896;67;0;44.53125
Pathankot;Punjab;27.550047;322;48.522404;43.634598;10.104862;34.22307;Grade 3;51.477596;21.185617;28.12202;38.798855;34.88824;0.29154518;3;55;1049;137;0;61.201145
Chandigarh;Chandigarh;18.14516;401;46.370968;86.46154;15.826612;33.26613;Grade 3;53.629032;3.897436;32.762096;6.048387;6.5641026;0.102564104;4;34;992;85;0;93.951614
Uttarkashi;Uttarakhand;7.9937305;501;46.865204;5.4888506;0;48.11912;Grade 3;53.134796;64.66552;43.887146;82.91536;27.958834;0.85763294;5;44;638;105;0;17.084639
Chamoli;Uttarakhand;13.707572;502;45.933735;70.5795;0;45.56136;Grade 3;54.066265;3.7147102;40.73107;71.80157;20.208023;2.9717681;5;53;766;124;0;28.198433
Rudraprayag;Uttarakhand;4.7543583;503;46.43423;78.69919;3.3280506;44.21553;Grade 3;53.56577;1.4634147;47.70206;81.458;19.512196;0.32520324;5;54;631;106;0;18.541996
Tehri Garhwal;Uttarakhand;8.073654;504;47.73371;64.13043;0;50;Grade 3;52.26629;16.925467;41.926346;83.427765;18.32298;0.46583852;5;46;706;110;0;16.572237
Dehradun;Uttarakhand;26.878868;505;48.187447;55.77281;17.418215;30.680813;Grade 3;51.812553;21.32216;25.022104;50.132626;19.553072;3.3519554;5;52;1131;143;0;49.867374
Pauri;Uttarakhand;11.482558;506;44.476746;72.403564;3.488372;40.40698;Grade 3;55.523254;5.1928782;44.622093;64.53488;21.513353;0.8902077;5;49;688;120;0;35.465115
Pithoragarh;Uttarakhand;9.268292;507;47.642277;56.51438;1.1382114;41.951218;Grade 3;52.357723;13.874788;47.642277;77.07317;25.71912;3.0456853;5;50;615;108;0;22.926828
Bageshwar;Uttarakhand;7.3129253;508;44.217686;74.685814;0;44.557823;Grade 3;55.782314;3.9497306;48.129253;61.394558;20.64632;0.71813285;5;43;588;118;0;38.605442
Almora;Uttarakhand;10.033444;509;47.324413;66.49746;1.3377926;39.130436;Grade 3;52.675587;3.8917089;49.49833;81.438126;29.103214;0.5076142;5;56;598;120;0;18.561872
Champawat;Uttarakhand;12.839879;510;47.094803;46.32953;0;46.374622;Grade 3;52.905197;27.406199;40.7855;62.68882;25.611746;0.48939642;5;37;662;86;0;37.31118
Nainital;Uttarakhand;7.672302;511;45.643692;50.21038;11.443433;44.73342;Grade 3;54.356308;16.409536;36.150845;73.47204;30.575035;2.8050492;5;43;769;108;0;26.527958
Udham Singh Nagar;Uttarakhand;7.6530614;512;50.892857;24.704142;12.755102;41.32653;Grade 3;49.107143;51.035503;38.265305;60.714287;20.56213;3.5502958;5;34;784;98;0;39.285713
Haridwar;Uttarakhand;9.268795;513;59.114315;15.553122;25.128733;43.357365;Grade 3;40.885685;51.150055;22.245108;59.01133;27.820372;1.3143483;5;40;971;115;0;40.98867
Panchkula;Haryana;20.081966;601;49.453552;67.33129;0;42.62295;Grade 3;50.546448;15.184049;37.295082;13.661202;16.564417;0.9202454;6;30;732;85;0;86.3388
Ambala;Haryana;12.578616;602;46.226414;43.273544;19.496855;32.285114;Grade 3;53.773586;28.475336;35.639412;44.96855;27.914799;0.33632287;6;44;954;97;0;55.03145
Yamunanagar;Haryana;0;603;48.01762;35.377357;0;54.772392;Grade 3;51.98238;44.96855;45.227608;46.40235;19.496855;0.1572327;6;29;681;59;0;53.59765
Kurukshetra;Haryana;4.33526;604;46.74385;31.659056;0;44.797688;Grade 3;53.25615;34.55099;50.86705;77.023125;33.63775;0.152207;6;32;692;80;0;22.97688
Kaithal;Haryana;0;605;54.294033;44.67153;0;49.34498;Grade 3;45.705967;33.430656;50.65502;71.906845;21.605839;0.1459854;6;27;687;75;0;28.093159
Karnal;Haryana;8.010681;606;50.46729;41.944443;0;47.263016;Grade 3;49.53271;30.13889;44.726303;47.930573;27.916666;0;6;30;749;65;0;52.069427
Panipat;Haryana;4.120879;607;51.236263;43.35443;0;49.313187;Grade 3;48.763737;36.07595;46.565933;65.65934;20.094936;0.47468355;6;27;728;76;0;34.34066
Sonipat;Haryana;4.103967;608;48.974007;47.47191;4.7879615;44.87004;Grade 3;51.025993;28.932585;46.23803;70.31464;23.314608;0.14044943;6;30;731;65;0;29.685362
Jind;Haryana;4.531722;609;50.45317;49.39394;0;46.374622;Grade 3;49.54683;23.181818;49.093655;72.65861;27.424242;0;6;28;662;60;0;27.34139
Fatehabad;Haryana;3.788904;610;47.39011;41.040462;0;46.143436;Grade 3;52.60989;18.352602;50.067657;80.64953;40.606937;0;6;28;739;70;0;19.350473
Sirsa;Haryana;8.797654;611;48.82698;30.107527;0;50.293255;Grade 3;51.17302;35.02304;40.909092;59.530792;34.56221;0.30721965;6;28;682;69;0;40.469208
Hisar;Haryana;4.316547;612;50.50505;49.77307;0;48.345325;Grade 3;49.49495;26.323751;47.33813;76.69065;23.600605;0.30257186;6;28;695;63;0;23.309353
Bhiwani;Haryana;0;613;48.54369;44.615383;6.1026354;50.208046;Grade 3;51.45631;20.55944;43.68932;89.73648;34.545456;0.27972028;6;31;721;55;0;10.263523
Rohtak;Haryana;4.8465266;614;49.27302;49.913044;0;46.526657;Grade 3;50.72698;17.217392;48.626816;54.281097;32.869564;0;6;28;619;62;0;45.718903
Jhajjar;Haryana;7.9056864;615;47.36111;57.26744;0;53.25936;Grade 3;52.63889;16.42442;38.834953;66.5742;26.017443;0.14534883;6;34;721;78;0;33.425797
Mahendragarh;Haryana;3.8961039;616;48.45679;29.291338;0;53.391052;Grade 3;51.54321;48.34646;42.71284;80.23088;22.047245;0.31496063;6;36;693;82;0;19.76912
Rewari;Haryana;7.643312;617;53.273426;35.742443;0;51.21019;Grade 3;46.726574;36.26807;41.146496;73.12102;27.858082;0;6;35;785;73;0;26.87898
Gurugram;Haryana;15.189874;618;39.620255;68.37388;0;40.63291;Grade 3;60.379745;18.053778;44.177216;38.227848;12.676056;0.7682458;6;30;790;83;0;61.772152
Faridabad;Haryana;11.464968;619;48.9172;70.10724;0;45.605095;Grade 3;51.0828;21.983913;42.929935;26.496815;7.238606;0.6702413;6;30;785;65;0;73.50318
Nuh;Haryana;0;620;37.765205;8.404558;0;51.768032;Grade 3;62.234795;86.182335;48.231968;77.93494;5.270655;0.14245014;6;26;707;55;0;22.065063
Palwal;Haryana;4.366812;621;46.14265;31.888544;0;48.762737;Grade 3;53.85735;45.356037;46.870453;85.73508;22.600618;0.15479876;6;27;687;65;0;14.26492
Charkhi Dadri;Haryana;0;622;48.62518;46.72755;0;51.011562;Grade 3;51.37482;24.505327;48.988438;88.58382;28.310503;0.456621;6;32;692;85;0;11.416185
East;Delhi;13.333333;710;54.949944;76.19664;21;34.333332;Grade 3;45.050056;8.408797;31.333334;0;13.583441;0.90556276;7;36;901;98;0;100
North East;Delhi;0;711;54.253613;69.87522;16.051365;47.672554;Grade 3;45.746387;10.160428;36.276085;4.815409;7.1301246;0.17825311;7;28;623;65;0;95.18459
North;Delhi;0;712;51.53949;75.88425;34.002678;30.25435;Grade 3;48.46051;4.823151;35.742973;0;12.057878;0.3215434;7;32;747;89;0;100
North West A;Delhi;13.761468;713;52.752293;82.87527;8.103975;38.53211;Grade 3;47.247707;6.1310782;39.602448;0.9174312;7.399577;0.21141648;7;29;654;75;0;99.082565
North West B;Delhi;29.666254;714;40.049442;70.71742;2.1013596;35.846725;Grade 3;59.950558;8.931186;32.385662;0;14.787702;1.317716;7;29;809;82;0;100
West A;Delhi;4.0540543;715;45.945946;79.054054;23.108109;37.162163;Grade 3;54.054054;2.8716216;35.675674;0;11.655405;0.6756757;7;31;740;86;0;100
West B;Delhi;16.371078;716;52.387447;67.30769;7.2305593;40.654842;Grade 3;47.612553;9.79021;35.74352;0;12.412587;1.5734266;7;28;733;84;0;100
South West A;Delhi;29.91968;717;47.022587;70.93426;16.767069;24.29719;Grade 3;52.977413;11.1880045;29.016064;0;13.37947;1.2687428;7;40;996;108;0;100
South West B;Delhi;18.359854;718;45.777233;69.93104;0;43.57405;Grade 3;54.10037;10.4827585;38.066097;20.318237;10.4827585;1.9310344;7;30;817;83;0.122399025;79.68176
South;Delhi;8.321775;719;45.353676;76.83706;13.730929;41.054092;Grade 3;54.646324;7.827476;36.893204;0;10.702875;0.47923324;7;30;721;80;0;100
New Delhi;Delhi;13.793103;720;52.83251;76.38037;28.418549;30.083235;Grade 3;47.16749;5.3680983;27.705112;0;11.349693;1.0736196;7;33;841;96;0;100
Central;Delhi;0;721;55.41601;87.18929;36.263737;26.844584;Grade 3;44.58399;2.4856596;36.891678;0;7.8393884;0;7;31;637;76;0;100
South East;Delhi;15.384615;722;42.94872;78.42323;19.74359;35;Grade 3;56.923077;6.2240663;29.871796;0;8.921162;1.4522822;7;34;780;98;0.12820512;100
Ganganagar;Rajasthan;27.987743;801;49.131767;24.80447;0;43.71808;Grade 3;50.868233;38.882683;28.294178;73.34014;35.530727;0.7821229;8;52;979;153;0;26.659857
Hanumangarh;Rajasthan;4.032258;802;48.924732;9.1036415;0;55.510754;Grade 3;51.075268;45.238094;40.45699;87.90323;45.518208;0.14005603;8;37;744;103;0;12.096774
Bikaner;Rajasthan;15.283267;803;47.270306;23.855757;0;48.353096;Grade 3;52.729694;50.34674;36.363636;80.63241;24.687933;0.8321775;8;36;759;103;0;19.367588
Churu;Rajasthan;3.9473684;804;48.68421;18.836565;0;55.394737;Grade 3;51.31579;57.202217;40.657894;63.42105;23.68421;0.27700832;8;33;760;95;0;36.57895
Jhunjhunu;Rajasthan;11.180124;805;47.204967;16.270338;0;47.204967;Grade 3;52.795033;59.44931;41.614906;66.459625;20.901127;2.7534418;8;43;805;122;0;33.54037
Alwar;Rajasthan;11.3924055;806;47.468353;18.911917;0;47.594936;Grade 3;52.531647;57.642487;41.012657;83.92405;13.989637;6.9948187;8;37;790;108;0;16.075949
Bharatpur;Rajasthan;8.462624;807;49.365303;7.2981367;0;54.16079;Grade 3;50.634697;65.21739;37.376587;74.89422;26.863354;0.621118;8;33;709;90;0;25.105783
Dhaulpur;Rajasthan;4.2674255;808;48.5064;16.818182;0;55.192036;Grade 3;51.4936;54.545456;40.54054;76.9559;23.939394;2.4242425;8;30;703;87;0;23.044096
Karauli;Rajasthan;3.7974684;809;49.113926;12.179487;0;57.97468;Grade 3;50.886074;34.871796;38.227848;84.05064;34.23077;18.717949;8;37;790;106;0;15.949368
Sawai Madhopur;Rajasthan;8.356546;810;46.100277;7.9831934;0;55.57103;Grade 3;53.899723;48.739494;36.072422;85.654594;19.187675;23.669468;8;39;718;103;0;14.345404
Dausa;Rajasthan;7.8125;811;45.501957;12.771739;0;51.692707;Grade 3;54.498043;38.994564;40.494793;79.81771;30.434782;17.663044;8;41;768;121;0;20.182291
Jaipur;Rajasthan;31.952663;812;47.037914;45.949535;0;43.66864;Grade 3;52.962086;29.34927;24.378698;28.87574;15.936255;8.100929;8;46;845;117;0;71.12426
Sikar;Rajasthan;4.132231;813;50.069157;13.091922;0;68.044075;Grade 3;49.930843;59.470753;27.823692;78.236916;24.930363;2.5069637;8;39;726;110;0;21.763086
Nagaur;Rajasthan;4.2253523;814;48.42407;15.419162;0;55.070423;Grade 3;51.432663;58.832336;40.704224;90;24.8503;0.4491018;8;36;710;104;0.14326647;10
Jodhpur;Rajasthan;24.301075;815;46.021507;24.040632;0;52.365593;Grade 3;53.978493;46.04966;23.333334;67.741936;22.234762;7.5620766;8;44;930;125;0;32.258064
Jaisalmer;Rajasthan;12.431694;816;41.69014;34.857143;0;57.37705;Grade 3;58.30986;43.42857;30.191257;77.04918;14.142858;7.571429;8;39;732;103;0;22.950819
Barmer;Rajasthan;10.331633;817;44.515305;12.54902;0;55.612244;Grade 3;55.484695;65.359474;34.05612;90.05102;19.869282;2.2222223;8;40;784;109;0;9.948979
Jalor;Rajasthan;3.8258574;818;50.26525;13.618157;0;56.200527;Grade 3;49.73475;53.938583;39.973614;88.258575;20.293724;11.481976;8;35;758;97;0;11.741425
Sirohi;Rajasthan;4.424779;819;44.690266;15.89896;0;53.097343;Grade 3;55.309734;30.163446;42.477875;81.858406;17.979198;35.661217;8;32;678;89;0;18.141592
Pali;Rajasthan;3.955696;820;45.727848;10.047847;0;53.322784;Grade 3;54.272152;57.09729;42.72152;75.79114;22.328548;10.526316;8;37;632;100;0;24.20886
Ajmer;Rajasthan;19.460068;821;51.968502;20.023283;0;44.206974;Grade 3;48.031498;59.487778;36.33296;59.167603;16.065191;4.4237485;8;40;889;116;0;40.832397
Tonk;Rajasthan;9.873709;822;50.516647;16.136631;0;53.61653;Grade 3;49.483353;44.40518;36.509758;74.74168;25.912838;13.545347;8;48;871;136;0;25.258324
Bundi;Rajasthan;3.8412292;823;47.887325;8.300908;0;63.1242;Grade 3;52.112675;57.976654;33.034573;77.33675;18.936445;14.007782;8;43;781;112;0;22.663252
Bhilwara;Rajasthan;4.1551247;824;50.42857;18.668596;0;58.72576;Grade 3;49.57143;51.664253;37.119114;65.51247;19.681622;9.985528;8;41;722;106;0;34.487534
Rajsamand;Rajasthan;4.491018;825;47.07646;20.727848;0;57.63473;Grade 3;52.92354;41.930378;37.874252;86.37724;15.822784;21.044304;8;43;668;106;0;13.622754
Udaipur;Rajasthan;7.4812965;826;47.630924;20.467033;0;53.865337;Grade 3;52.369076;18.543957;38.653366;75.06235;4.3956046;56.593407;8;39;802;110;0;24.937656
Dungarpur;Rajasthan;6.857143;827;45.857143;5.263158;0;53.285713;Grade 3;54.142857;10.526316;39.857143;82.28571;3.4055727;80.650154;8;43;700;108;0;17.714285
Banswara;Rajasthan;4.8409405;828;46.196404;13.305322;0;55.325035;Grade 3;53.803596;12.184874;39.834026;89.76487;12.605042;61.904762;8;39;723;104;0;10.235131
Chittaurgarh;Rajasthan;5.059022;829;45.025295;28.571428;0;52.107925;Grade 3;54.974705;41.82444;42.833054;68.97133;12.564544;16.86747;8;40;593;108;0;31.028667
Kota;Rajasthan;9.620596;830;52.303524;18.352602;0;50.406506;Grade 3;47.696476;42.919075;39.9729;42.411922;29.190752;9.248555;8;38;738;106;0;57.588078
Baran;Rajasthan;11.267606;831;49.551857;8.310627;0;58.1306;Grade 3;50.448143;48.092644;30.601793;65.81306;28.065395;14.168938;8;40;781;117;0;34.18694
Jhalawar;Rajasthan;4.4117646;832;44.81203;13.293052;0;50.14706;Grade 3;55.18797;53.02115;45.441177;78.382355;13.293052;20.241692;8;37;680;101;0;21.617647
Pratapgarh (Raj.);Rajasthan;1.1695906;833;49.122807;11.578947;0;57.74854;Grade 3;50.877193;22.105263;41.08187;81.57895;7.969925;58.345863;8;43;684;106;0;18.421053
Saharanpur;Uttar Pradesh;2.5179856;901;55.702282;24.869791;23.741007;48.681057;Grade 3;44.297718;53.255207;25.059952;57.43405;21.09375;0.26041666;9;37;834;110;0;42.56595
Muzaffarnagar;Uttar Pradesh;3.4207525;902;56.07798;21.82448;26.45382;36.488026;Grade 3;43.92202;62.81755;33.6374;64.19612;15.127021;0.23094688;9;38;877;107;0;35.803875
Bijnor;Uttar Pradesh;0;903;53.63196;16.226416;23.849878;53.510895;Grade 3;46.36804;66.666664;22.639225;70.581116;16.352201;0.6289308;9;40;826;112;0;29.418886
Moradabad;Uttar Pradesh;2.2105262;904;54.736843;24.720358;29.578947;45.68421;Grade 3;45.263157;60.29083;22.526316;52.210526;14.7651005;0.22371365;9;41;950;106;0;47.789474
Rampur;Uttar Pradesh;4.531722;905;51.359516;23.723228;16.465258;53.172207;Grade 3;48.640484;57.001648;25.830816;75.679756;17.298187;0.16474465;9;33;662;89;0;24.320242
Jyotiba Phule Nagar (Amroha);Uttar Pradesh;0;906;45.887962;18.3355;21.93087;51.84744;Grade 3;54.112038;69.83095;26.221693;82.121574;11.053316;0.130039;9;37;839;105;0;17.878428
Meerut;Uttar Pradesh;9.278351;907;52.886597;27.375566;27.319588;44.02062;Grade 3;47.113403;46.040726;19.381443;65.15464;25.791855;0.22624435;9;42;970;119;0;34.84536
Baghpat;Uttar Pradesh;5.483029;908;49.608356;23.675497;11.488251;43.08094;Grade 3;50.391644;62.913906;39.94778;89.16449;11.754967;1.6556292;9;31;766;86;0;10.835509
Ghaziabad;Uttar Pradesh;16.831684;909;50.24777;30.711206;19.50495;38.51485;Grade 3;49.75223;47.73707;25.148516;42.87129;21.228449;0.21551724;9;39;1010;101;0;57.12871
Gautam Buddha Nagar;Uttar Pradesh;13.20132;910;54.455444;44.53213;15.40154;36.633663;Grade 3;45.544556;36.302143;34.763477;77.557755;18.827509;0.22547914;9;34;909;90;0;22.442244
Bulandshahr;Uttar Pradesh;3.3594625;911;50.391937;17.344498;27.211647;34.93841;Grade 3;49.608063;58.014355;34.490482;65.28555;22.488039;2.0334928;9;38;893;104;0;34.714447
Aligarh;Uttar Pradesh;3.7082818;912;44.499382;26.988266;23.609394;42.768852;Grade 3;55.500618;47.97914;29.913473;78.73918;24.902216;0.1303781;9;36;809;93;0;21.260817
Hathras;Uttar Pradesh;3.5169988;913;49.941383;16.049383;24.032825;44.78312;Grade 3;50.058617;50;27.667057;72.80187;33.580246;0.37037036;9;41;853;114;0;27.198124
Mathura;Uttar Pradesh;9.183674;914;50.612244;27.593819;21.938776;39.183674;Grade 3;49.387756;42.825607;29.693878;82.95918;28.69757;0.66225165;9;40;980;116;0;17.040817
Agra;Uttar Pradesh;11.131725;915;50;21.597633;28.3859;30.797773;Grade 3;50;45.167652;29.6846;56.122448;32.149902;0.591716;9;45;1078;120;0;43.877552
Firozabad;Uttar Pradesh;3.164557;916;53.79747;9.122006;26.898735;44.3038;Grade 3;46.20253;65.56442;25.632912;52.531647;25.313568;0;9;43;948;118;0;47.468353
Etah;Uttar Pradesh;3.9113429;917;49.54368;15.927978;16.297262;48.239895;Grade 3;50.45632;61.080334;31.551498;76.92308;22.160666;0.27700832;9;39;767;107;0;23.076923
Mainpuri;Uttar Pradesh;0;918;48.907104;14.723032;6.557377;52.73224;Grade 3;51.092896;62.682217;40.710384;79.78142;21.865889;0;9;36;732;101;0;20.218578
