District;State;Central Government Schools;District ID;Female Gender;General Social Group;Government Aided Schools;Government Schools;Grade;Male Gender;OBC Social Group;Private School;Rural Location;SC Social Group;ST Social Group;State ID;Total Schools;Total Students;Total Teachers;Transgender;Urban Location
Morbi;Gujarat;0;2433;48.51794;32.96;0;56.78627;Grade 3;51.48206;61.6;43.21373;71.29485;3.2;1.76;24;25;641;69;0;28.705149
Diu;Daman & Diu;8.67052;2501;44.797688;5.7401814;8.381503;63.583817;Grade 3;55.202312;89.42598;19.364162;53.46821;3.323263;0.3021148;25;13;346;37;0;46.53179
Daman;Daman & Diu;0;2502;46.167248;67.68559;0;49.825783;Grade 3;53.832752;12.882096;50.174217;72.47387;3.0567687;15.502183;25;21;574;61;0;27.526133
Dadra And Nagar Haveli (UT);Dadra & Nagar Haveli;3.4843206;2601;48.199768;44.270206;13.704994;41.57956;Grade 3;51.800232;6.031363;41.231125;66.20209;0.7237636;48.974667;26;33;861;90;0;33.79791
Nandurbar;Maharashtra;3.508772;2701;45.730995;17.174177;35.438595;32.163742;Grade 3;54.269005;31.059683;28.88889;78.24561;4.3848963;47.38124;27;41;855;90;0;21.754387
Dhule;Maharashtra;3.0395136;2702;47.21378;15.55794;30.69909;32.117527;Grade 3;52.78622;53.00429;34.14387;64.235054;4.1845493;26.93133;27;40;987;89;0;35.764946
Jalgaon;Maharashtra;12.229539;2703;48.16557;16.997168;29.25682;30.573847;Grade 3;51.83443;52.124645;27.939793;64.44026;11.70916;19.169027;27;44;1063;87;0;35.55974
Buldana;Maharashtra;0;2704;48.900524;21.041445;31.987577;30.952381;Grade 3;51.099476;58.661;37.06004;52.070393;14.2401705;5.313496;27;39;966;95;0;47.929607
Akola;Maharashtra;0;2705;52.26554;44.83493;31.822971;32.56059;Grade 3;47.73446;35.889244;35.61644;30.347734;16.719915;2.342918;27;43;949;92;0;69.65227
Washim;Maharashtra;3.275109;2706;47.472527;22.136564;30.021833;37.772926;Grade 3;52.527473;57.15859;28.930132;60.48035;15.638766;5.066079;27;41;916;81;0;39.51965
Amravati;Maharashtra;0.90909094;2707;47.386364;37.096775;34.090908;30.795454;Grade 3;52.613636;43.317974;34.204544;31.704546;12.6728115;6.912442;27;43;880;106;0;68.295456
Wardha;Maharashtra;5.449591;2708;48.007774;11.9140625;26.975477;34.423252;Grade 3;51.992226;61.328125;33.15168;56.67575;13.769531;12.792969;27;52;1101;133;0;43.32425
Nagpur;Maharashtra;14.177693;2709;53.402645;20.288462;30.718336;25.330812;Grade 3;46.597355;53.75;29.773157;40.453686;18.846153;6.923077;27;53;1058;113;0;59.546314
Bhandara;Maharashtra;3.5714285;2710;46.836735;4.747162;25.816326;34.387756;Grade 3;53.163265;67.18266;36.22449;65.30612;18.472652;9.287926;27;47;980;89;0;34.69388
Gondiya;Maharashtra;0.93786633;2711;51.0107;10.630408;32.82532;30.949589;Grade 3;48.9893;60.444992;35.28722;62.485344;14.21508;14.7095175;27;48;853;96;0;37.514656
Gadchiroli;Maharashtra;6.635623;2712;51.22235;10.098522;30.151339;31.548311;Grade 3;48.77765;31.034483;31.664726;87.77648;6.1576357;52.70936;27;47;859;104;0;12.2235155
Chandrapur;Maharashtra;9.510086;2713;51.68431;12.850242;32.084534;29.010567;Grade 3;48.31569;50.821255;29.394814;53.121998;17.487923;18.84058;27;51;1041;143;0;46.878002
Yavatmal;Maharashtra;3.6997886;2714;51.380043;21.413044;31.28964;36.046513;Grade 3;48.619957;53.913044;28.96406;68.71036;11.195652;13.478261;27;46;946;112;0;31.28964
Nanded;Maharashtra;6.03363;2715;46.587536;33.231396;29.67359;35.905045;Grade 3;53.412464;40.978592;28.387735;42.828884;16.717634;8.562691;27;46;1011;89;0;57.171116
Hingoli;Maharashtra;0;2716;47.806522;43.693695;29.921259;36.55793;Grade 3;52.193478;28.490992;33.52081;68.27897;18.693693;8.783784;27;37;889;77;0;31.721035
Parbhani;Maharashtra;5.2200613;2717;48.612537;64.850426;33.162743;36.54043;Grade 3;51.387463;24.358974;25.076765;36.131012;9.188034;1.6025641;27;42;977;92;0;63.868988
Jalna;Maharashtra;0;2718;48.069107;51.07252;32.117527;37.99392;Grade 3;51.930893;31.869255;29.888552;54.508614;15.423902;1.6343207;27;42;987;92;0;45.491386
Aurangabad (Maharashtra);Maharashtra;2.9411764;2719;48.52941;52.87129;28.333334;37.2549;Grade 3;51.47059;30.69307;31.470589;55.588234;12.871287;3.5643563;27;42;1020;88;0;44.411766
Nashik;Maharashtra;14.239482;2720;52.67857;32.86999;30.339806;25.404531;Grade 3;47.32143;36.713;30.016182;32.76699;14.145544;16.271463;27;49;1236;121;0;67.23301
Thane;Maharashtra;8.840864;2721;51.178783;47.022587;30.058939;29.764244;Grade 3;48.821217;34.49692;31.335953;14.636542;13.963039;4.5174537;27;42;1018;97;0;85.36346
Mumbai (Suburban);Maharashtra;0.6737247;2722;50.14437;85.05051;34.93744;31.376324;Grade 3;49.85563;6.8686867;33.012512;0;7.4747477;0.6060606;27;39;1039;99;0;100
Mumbai II;Maharashtra;53.755867;2723;46.478874;76.642334;1.8779342;0;Grade 3;53.521126;11.192214;44.366196;0;9.975669;1.946472;27;19;426;54;0;100
Raigarh (Maharashtra);Maharashtra;5.6552963;2724;48.087433;41.93849;29.35368;31.059246;Grade 3;51.912567;40.82013;33.931778;69.03052;6.2441754;10.904008;27;49;1114;97;0;30.969479
Pune;Maharashtra;22.59036;2725;50.377644;55.29322;27.334337;27.48494;Grade 3;49.622356;25.285606;22.59036;35.993977;15.156131;3.8842347;27;50;1328;118;0;64.00603
Ahmadnagar;Maharashtra;8.130081;2726;45.799458;46.61172;30.532972;34.417343;Grade 3;54.200542;32.05128;26.919603;68.56368;12.454212;8.882784;27;49;1107;97;0;31.436314
Bid;Maharashtra;0;2727;46.16172;47.96574;37.538147;33.672432;Grade 3;53.83828;42.39829;28.789421;39.369278;8.779443;0.5353319;27;47;983;115;0;60.630722
Latur;Maharashtra;3.1678987;2728;47.307285;54.408604;33.262936;34.530094;Grade 3;52.692715;27.419355;29.03907;59.76769;15.913979;2.2580645;27;46;947;99;0;40.23231
Osmanabad;Maharashtra;0;2729;51.545364;58.158157;35.393818;33.5992;Grade 3;48.454636;28.528528;31.006979;47.95613;11.911912;1.4014014;27;44;1003;95;0;52.04387
Solapur;Maharashtra;2.6809652;2730;45.93387;39.507298;31.63539;33.78016;Grade 3;54.06613;46.350365;31.903484;51.92136;12.682482;1.2773722;27;47;1119;135;0;48.07864
Satara;Maharashtra;0;2731;49.588478;51.649483;32.71605;32.098766;Grade 3;50.411522;34.43299;35.185184;64.50617;13.195876;0.6185567;27;46;972;93;0;35.493828
Ratnagiri;Maharashtra;0;2732;45.837837;37.310196;32.432434;34.37838;Grade 3;54.162163;54.446854;33.18919;65.297295;6.3991323;1.8438178;27;53;925;97;0;34.7027
Sindhudurg;Maharashtra;0;2733;47.019867;55.135136;21.721855;37.615894;Grade 3;52.980133;36.62162;40.66225;44.50331;6.6216216;1.6216216;27;51;755;129;0;55.49669
Kolhapur;Maharashtra;0;2734;51.60662;59.745346;30.963972;34.46933;Grade 3;48.39338;27.522038;34.5667;51.217136;12.144956;0.48971596;27;41;1027;107;0;48.782864
Sangli;Maharashtra;0;2735;50.100403;53.212852;36.172344;34.96994;Grade 3;49.899597;33.13253;28.857716;49.1984;13.253012;0.30120483;27;45;998;119;0;50.8016
Palghar;Maharashtra;13.075506;2736;50.78486;32.893497;29.55801;27.62431;Grade 3;49.21514;17.624882;29.742172;79.83425;3.487276;45.994347;27;47;1086;100;0;20.165747
Srikakulam;Andhra Pradesh;7.949126;2811;41.12;5.400982;6.0413356;51.669315;Grade 3;58.88;74.79542;34.34022;82.35294;4.7463174;14.238953;28;41;629;91;0;17.647058
Vizianagaram;Andhra Pradesh;5.5374594;2812;47.598255;11.059371;15.200869;43.756786;Grade 3;52.401745;69.15018;35.504887;55.91748;8.614668;10.942957;28;50;921;106;0;44.08252
Visakhapatnam;Andhra Pradesh;22.870298;2813;52.586872;23.607428;21.872602;29.009977;Grade 3;47.413128;57.91335;26.247122;33.231007;11.405835;6.984969;28;58;1303;139;0;66.769
East Godavari;Andhra Pradesh;11.45686;2814;46.81754;25.981873;27.298445;33.66337;Grade 3;53.18246;40.18127;27.58133;66.19519;18.731117;15.105741;28;34;707;88;0;33.80481
West Godavari;Andhra Pradesh;3.75;2815;50.289017;21.363174;19.903847;43.653847;Grade 3;49.710983;44.048832;32.692307;71.34615;28.077314;6.307223;28;53;1040;117;0;28.653847
Krishna;Andhra Pradesh;7.698888;2816;46.609444;24.474188;30.881096;34.644997;Grade 3;53.390556;45.124283;26.77502;49.358425;24.952198;4.493308;28;59;1169;143;0;50.641575
Guntur;Andhra Pradesh;12.082067;2817;53.2418;22.754492;34.11854;31.231003;Grade 3;46.7582;44.41118;22.56839;54.179333;24.8503;7.5848303;28;60;1316;146;0;45.820667
Prakasam;Andhra Pradesh;7.3170733;2818;49.70906;22.367275;31.300814;37.723576;Grade 3;50.29094;49.608356;23.658537;62.76423;21.235857;5.3089643;28;61;1230;148;0;37.23577
Kurnool;Andhra Pradesh;2.6595745;2821;47.340427;14.5315485;29.609928;34.929077;Grade 3;52.659573;63.957935;32.80142;50.79787;18.929255;1.3384321;28;44;1128;99;0;49.20213
Anantapur;Andhra Pradesh;8.620689;2822;48.1;14.543525;15.804598;45.306515;Grade 3;51.9;63.057323;30.2682;53.448277;16.560509;4.2462845;28;48;1044;111;0;46.551723
Belagavi;Karnataka;11.121408;2901;48.007416;17.215729;22.891565;32.6228;Grade 3;51.899906;68.650375;33.364227;54.58758;6.3761954;7.7577047;29;41;1079;107;0.092678405;45.41242
Bagalkot;Karnataka;3.0364373;2902;46.862347;3.6803365;33.40081;34.412956;Grade 3;53.137653;75.70978;29.149797;70.44534;16.193481;4.416404;29;42;988;113;0;29.554655
Vijayapura;Karnataka;3.006012;2903;42.785572;8.422174;35.270542;33.366734;Grade 3;57.214428;66.20469;28.356714;61.723446;23.667377;1.2793177;29;44;998;124;0;38.276554
Kalburgi;Karnataka;4.9309664;2904;49.15591;2.834008;31.163708;36.68639;Grade 3;50.84409;63.967613;27.218935;56.410255;30.97166;2.2267206;29;45;1014;125;0;43.589745
Bidar;Karnataka;3.1578948;2905;52.206673;10.48035;29.578947;39.36842;Grade 3;47.793327;41.375546;27.894737;72.10526;28.820961;19.213974;29;48;950;142;0;27.894737
Raichur;Karnataka;6.036217;2906;46.98189;3.961456;31.790745;28.87324;Grade 3;53.01811;63.81156;33.299797;52.917503;20.556746;11.670236;29;42;994;112;0;47.082497
Koppal;Karnataka;6.079027;2907;50.66124;5.8761806;27.152988;33.333332;Grade 3;49.33876;67.57607;33.43465;64.64033;16.36936;10.178384;29;38;987;112;0;35.359676
Gadag;Karnataka;0;2908;48.249454;6.696935;30.196936;35.776806;Grade 3;51.750546;71.39614;34.026257;55.25164;14.869467;7.0374575;29;38;914;95;0;44.74836
Dharwad;Karnataka;8.144796;2909;50.950226;16.50854;30.135746;30.588236;Grade 3;49.049774;67.172676;31.131222;34.660633;10.815939;5.4079695;29;43;1105;114;0;65.33936
Uttara Kannada;Karnataka;10.321101;2910;49.078342;12.339931;23.96789;33.027523;Grade 3;50.921658;81.024445;32.683487;65.82569;5.7043076;0.46565774;29;56;872;141;0;34.174313
Haveri;Karnataka;2.8653295;2911;46.036293;4.137235;31.136581;37.153774;Grade 3;53.963707;75.47932;28.844316;58.45272;13.319879;5.9535823;29;45;1047;125;0;41.54728
Ballari;Karnataka;8.902077;2912;49.950542;6.9138274;29.376854;30.365974;Grade 3;50.049458;55.11022;31.355095;35.509396;20.040081;17.935871;29;42;1011;106;0;64.4906
Chitradurga;Karnataka;1.7085427;2913;51.15578;2.7355623;27.839195;36.38191;Grade 3;48.84422;54.407295;34.07035;74.77387;19.047619;23.708206;29;49;995;132;0;25.226131
Davanagere;Karnataka;2.895753;2914;48.455597;6.1833687;27.027027;37.258686;Grade 3;51.544403;63.752666;32.81853;74.13127;19.616205;10.447762;29;52;1036;138;0;25.868727
Shivamogga;Karnataka;2.840909;2915;51.136364;8.185405;32.670456;35.60606;Grade 3;48.863636;64.89152;28.882576;49.43182;23.175543;3.3530571;29;57;1056;153;0;50.56818
Udupi;Karnataka;3.118503;2916;50.51975;7.434944;28.274427;36.174637;Grade 3;49.48025;79.429985;32.432434;72.03742;6.4436183;6.6914496;29;53;962;154;0;27.962578
Chikkamangaluru;Karnataka;8.033573;2917;50.60096;3.4188035;28.057554;35.131893;Grade 3;49.39904;62.962963;28.776978;50.35971;23.504274;10.11396;29;53;834;144;0;49.64029
Tumakuru;Karnataka;2.788104;2918;48.74031;3.5051546;24.628252;40.42751;Grade 3;51.25969;74.12371;32.156136;62.73234;15.051546;7.113402;29;55;1076;161;0;37.26766
Kolar;Karnataka;3.0030031;2919;53.553555;2.3255813;24.924925;39.139137;Grade 3;46.446445;67.01903;32.932934;45.145145;26.744186;3.382664;29;60;999;150;0;54.854855
Bengaluru U South;Karnataka;11.29666;2920;48.821217;26.86747;28.48723;32.61297;Grade 3;51.178783;45.542168;27.603144;10.609037;20.240963;5.5421686;29;45;1018;116;0;89.39096
Bengaluru Rural;Karnataka;0;2921;51.37931;10.457517;24.367817;36.896553;Grade 3;48.62069;61.43791;38.735634;78.045975;20.915033;6.6666665;29;49;870;133;0;21.954023
Mandya;Karnataka;2.8301888;2922;45.377357;8.152735;27.830189;39.056602;Grade 3;54.622643;74.7162;30.283018;75.28302;15.376677;1.754386;29;57;1060;152;0;24.716982
Hassan;Karnataka;3.125;2923;49.479168;4.2253523;26.458334;39.375;Grade 3;50.520832;68.58071;31.041666;61.354168;22.535212;4.5503793;29;56;960;153;0;38.645832
Dakshina Kannada;Karnataka;5.522515;2924;49.617672;5.7461405;27.612574;38.99745;Grade 3;50.382328;80.53173;27.86746;58.62362;8.833619;4.8027444;29;54;1177;149;0;41.37638
Kodagu;Karnataka;7.1618037;2925;52.519894;9.254144;26.259947;32.360744;Grade 3;47.480106;58.14917;34.217506;72.148544;16.298342;14.779005;29;46;754;124;0;27.85146
Mysuru;Karnataka;11.707317;2926;47.07317;10.880399;26.585365;34.227642;Grade 3;52.92683;55.647842;27.479675;50.813007;20.099669;13.289037;29;59;1230;165;0;49.186993
Chamarajanagara;Karnataka;8.234019;2927;51.462624;4.778157;26.435535;31.852654;Grade 3;48.537376;53.924915;33.47779;71.289276;29.351536;11.945393;29;49;923;125;0;28.710726
Bengaluru U North;Karnataka;24.047417;2928;54.36071;28.372591;26.926334;22.692633;Grade 3;45.63929;47.96574;26.333616;13.717189;20.021414;3.426124;29;51;1181;133;0;86.282814
Chikkaballapura;Karnataka;3.3707864;2929;48.31081;3.3096926;24.269663;40.22472;Grade 3;51.68919;58.62884;32.13483;62.47191;27.777779;10.047281;29;55;890;142;0;37.52809
Belagavi Chikkodi;Karnataka;2.7100272;2930;46.88679;7.2243347;29.268293;36.133694;Grade 3;53.11321;74.71483;31.887985;75.60976;14.448669;3.6121674;29;43;1107;117;0;24.390244
Tumakuru Madhugiri;Karnataka;0;2931;50;3.030303;20.927319;37.7193;Grade 3;50;57.32323;41.353382;62.2807;25.378788;13.888889;29;52;798;145;0;37.7193
Ramanagara;Karnataka;3.0612245;2932;48.469387;3.2258065;25.918367;39.489796;Grade 3;51.530613;78.49462;31.530613;60.408165;15.053763;3.2258065;29;54;980;140;0;39.591835
Yadagiri;Karnataka;0;2933;52.229298;4.0214477;27.515924;37.070065;Grade 3;47.770702;65.2815;35.414013;65.22293;20.509384;10.187668;29;37;785;103;0;34.77707
Uttara Kannada Sirsi;Karnataka;1.5011548;2934;49.248554;9.850374;31.17783;41.454964;Grade 3;50.751446;77.80549;25.86605;37.413395;7.605985;4.7381544;29;43;866;109;0;62.586605
North Goa;Goa;7.109005;3001;47.488037;87.28944;35.42654;26.658768;Grade 3;52.511963;8.422665;30.805687;66.23223;2.4502296;1.8376722;30;47;844;108;0;33.767773
South Goa;Goa;9.061135;3002;50.765865;73.64771;38.209606;26.528385;Grade 3;49.234135;10.818308;26.200872;63.75546;1.9417475;13.31484;30;52;916;119;0;36.24454
Lakshadweep;Lakshadweep;9.584664;3101;46.00639;0.98039216;0;90.41534;Grade 3;53.99361;1.633987;0;100;0;97.38562;31;12;313;35;0;0
Kasaragod;Kerala;11.121673;3201;49.04943;16.071428;27.661596;28.897339;Grade 3;50.95057;77.52101;32.319393;78.326996;2.6260505;3.6764705;32;42;1052;110;0;21.673004
Kannur;Kerala;16.886793;3202;48.81964;16.037735;25.471699;27.26415;Grade 3;51.18036;78.616356;30.37736;64.43396;4.716981;0.4192872;32;45;1060;126;0;35.566036
Wayanad;Kerala;3.4129694;3203;48.405468;22.403004;32.309444;33.1058;Grade 3;51.594532;65.08135;31.171785;85.437996;3.5043805;9.011264;32;36;879;95;0;14.562002
Kozhikode;Kerala;6.21118;3204;49.53368;12.886598;31.366459;28.467909;Grade 3;50.46632;83.50516;33.954453;62.93996;3.0927835;0.38659793;32;41;966;116;0;37.06004
Malappuram;Kerala;3.006012;3205;51.703407;5.8114033;32.26453;34.268536;Grade 3;48.296593;90.24123;30.460922;86.57314;3.8377192;0;32;37;998;100;0;13.426854
Palakkad;Kerala;9.183674;3206;53.57143;16.862326;29.183674;30.612246;Grade 3;46.42857;72.46532;31.020409;72.244896;10.245464;0.21344717;32;40;980;109;0;27.755102
Thrissur;Kerala;6.364749;3207;54.345165;27.166882;31.089352;31.946144;Grade 3;45.654835;63.906857;30.599754;83.476135;6.468305;0.2587322;32;38;817;104;0;16.523869
Ernakulam;Kerala;16.728624;3208;49.580616;30.090271;26.858736;27.88104;Grade 3;50.419384;57.271816;28.531599;57.899628;11.735206;0.4012036;32;45;1076;127;0;42.100372
Idukki;Kerala;3.5573123;3209;50.461132;45.854485;32.938076;26.350462;Grade 3;49.538868;37.394245;37.154152;84.18972;10.829103;5.245347;32;40;759;114;0;15.810277
Kottayam;Kerala;5.934718;3210;50.9901;38.444923;26.805143;32.047478;Grade 3;49.0099;51.943844;35.21266;92.08704;7.6673865;0.64794815;32;48;1011;138;0;7.9129577
Alappuzha;Kerala;2.7716186;3211;53.555557;22.403734;26.496674;30.266075;Grade 3;46.444443;67.79463;40.465633;79.157425;9.451575;0.23337223;32;40;902;113;0;20.842571
Pathanamthitta;Kerala;9.943502;3212;53.567383;50.12953;26.666666;28.474577;Grade 3;46.432617;34.19689;34.915253;81.920906;14.637305;0.38860103;32;53;885;149;0;18.079096
Kollam;Kerala;3.1712472;3213;52.416756;33.788395;32.45243;29.069767;Grade 3;47.583244;55.290104;35.306553;67.230446;10.238908;0.22753128;32;40;946;113;0;32.769554
Thiruvananthapuram;Kerala;16.240875;3214;56.7718;29.785057;28.649635;24.726278;Grade 3;43.2282;58.648926;30.383211;57.116787;10.2354145;1.0235415;32;45;1096;132;0;42.883213
Namakkal;Tamil Nadu;0;3309;49.944134;5.769231;30.614525;34.860336;Grade 3;50.055866;67.66827;34.52514;100;25.240385;1.2019231;33;44;895;112;0;0
Erode;Tamil Nadu;3.2085562;3310;53.26203;8.342481;27.807487;33.68984;Grade 3;46.73797;67.94731;35.294117;100;19.978046;0.76838636;33;47;935;94;0;0
Coimbatore;Tamil Nadu;10.428737;3312;48.435688;9.960159;28.157589;32.560833;Grade 3;51.564312;70.385124;28.852839;65.00579;19.123507;0.5312085;33;43;863;120;0;34.994205
Dindigul;Tamil Nadu;4.0948277;3313;51.61638;8.924206;32.11207;31.573277;Grade 3;48.38362;64.91443;32.219826;77.47845;25.67237;0.48899755;33;49;928;112;0;22.521551
Karur;Tamil Nadu;0;3314;50.246304;8.787128;25;40.14778;Grade 3;49.753696;71.28713;34.85222;100;19.925743;0;33;46;812;126;0;0
Tiruchirappalli;Tamil Nadu;16.565481;3315;49.0026;12.2;25.58543;27.666956;Grade 3;50.9974;68.4;30.182133;86.03643;18.6;0.8;33;53;1153;115;0;13.963573
Perambalur;Tamil Nadu;4.2253523;3316;49.413147;6.4782095;29.342724;40.140846;Grade 3;50.586853;54.65253;26.29108;100;36.39576;2.4734983;33;41;852;101;0;0
Nagapattinam;Tamil Nadu;0;3319;51.217037;8.681672;31.744421;32.86004;Grade 3;48.782963;59.163986;35.39554;100;31.08253;0.8574491;33;54;986;140;0;0
Tiruvarur;Tamil Nadu;1.9823788;3320;51.431717;0.84134614;27.753304;38.325993;Grade 3;48.568283;60.817307;31.938326;100;38.10096;0.24038461;33;55;908;130;0;0
Thanjavur;Tamil Nadu;6.6885967;3321;52.083332;9.944752;33.66228;29.276316;Grade 3;47.916668;65.08287;30.372807;90.02193;24.75138;0.22099447;33;54;912;128;0;9.97807
Pudukkottai;Tamil Nadu;0;3322;48.19413;8.970976;31.86937;36.036037;Grade 3;51.80587;73.218994;32.094593;100;17.546175;0.26385224;33;48;888;102;0;0
Sivagangai;Tamil Nadu;6.289308;3323;47.903564;7.303974;29.66457;32.704403;Grade 3;52.096436;74.75832;31.341719;100;17.83029;0.107411385;33;53;954;124;0;0
Madurai;Tamil Nadu;8.285164;3324;50.289017;20.964361;30.34682;32.36994;Grade 3;49.710983;60.062893;28.998074;81.40655;18.55346;0.4192872;33;49;1038;106;0;18.593449
Theni;Tamil Nadu;2.402746;3325;49.3135;12.677725;33.75286;30.549198;Grade 3;50.6865;62.085308;33.295193;100;23.341232;0;33;44;874;109;0;0
Virudhunagar;Tamil Nadu;3.1413612;3326;50.052357;3.1678987;32.25131;28.900524;Grade 3;49.947643;73.17846;35.706806;100;23.12566;0.5279831;33;48;955;112;0;0
Ramanathapuram;Tamil Nadu;5.958292;3327;49.75174;18.360655;31.678253;34.6574;Grade 3;50.24826;63.606556;27.706059;100;17.814207;0.21857923;33;51;1007;133;0;0
Thoothukkudi;Tamil Nadu;2.097902;3328;47.95205;11.300121;28.571428;34.465534;Grade 3;52.04795;63.547997;34.865135;91.00899;24.665857;0.48602673;33;54;1001;128;0;8.991009
Tirunelveli;Tamil Nadu;4.3392506;3329;51.084812;11.54239;29.585798;33.629192;Grade 3;48.915188;74.259445;32.44576;85.40434;13.278856;0.6128703;33;50;1014;116;0;14.595661
Krishnagiri;Tamil Nadu;0;3331;52;9.398497;12.363636;39.272728;Grade 3;48;77.06767;48.363636;100;10.526316;3.0075188;33;18;275;34;0;0
Ariyalur;Tamil Nadu;0.789177;3332;49.095024;6.362545;30.890642;37.993237;Grade 3;50.904976;71.308525;30.326944;75.535515;21.248499;1.0804322;33;45;887;117;0;24.464487
Tiruppur;Tamil Nadu;3.3370411;3333;52.72525;9.480813;30.812014;32.3693;Grade 3;47.27475;72.234764;33.481647;54.060066;18.058691;0.22573364;33;44;899;107;0;45.939934
Yanam;Puducherry;0;3401;54.782608;23.83721;7.536232;51.304348;Grade 3;45.217392;56.686047;41.15942;0;19.476744;0;34;19;345;45;0;100
Pondicherry;Puducherry;6.521739;3402;55.217392;6.0570073;24.02174;37.717392;Grade 3;44.782608;72.09026;31.73913;48.369564;19.952494;0.8313539;34;41;920;118;0;51.630436
Mahe;Puducherry;7.246377;3403;52.657005;3.6842105;0;42.99517;Grade 3;47.342995;93.68421;49.758453;0;2.631579;0;34;18;414;53;0;100
Karaikal;Puducherry;4.3923864;3404;50.879765;3.0497591;20.35139;41.288433;Grade 3;49.120235;76.24398;33.96779;63.836018;20.385233;0.32102728;34;38;683;109;0;36.163982
Andamans;Andaman & Nicobar Islands;10.10101;3501;52.188553;76.42277;6.3973064;38.21549;Grade 3;47.811447;19.9187;45.286194;33.333332;0.8130081;2.8455284;35;27;594;79;0;66.666664
Nicobars;Andaman & Nicobar Islands;0;3502;54.18502;31.050228;0;92.07049;Grade 3;45.81498;1.369863;7.9295154;100;0.913242;66.666664;35;15;227;40;0;0
Middle And North Andamans;Andaman & Nicobar Islands;0;3503;48.2679;55.26932;0;68.12933;Grade 3;51.7321;43.55972;31.87067;100;0;1.1709602;35;27;433;78;0;0
Adilabad;Telangana;15.820029;3601;45.40146;14.754098;4.934688;31.059507;Grade 3;54.59854;40.98361;48.185776;63.280117;15.245902;28.196722;36;34;689;91;0;36.719883
Komaram Bheem;Telangana;5.873715;3602;43.721634;20.034843;5.4331865;43.75918;Grade 3;56.278366;55.400696;44.93392;88.399414;12.71777;11.672474;36;39;681;90;0;11.600588
Mancherial;Telangana;7.9514823;3603;51.06082;5.821918;9.16442;39.3531;Grade 3;48.93918;62.842464;43.531;51.078167;19.349316;11.815068;36;41;742;117;0;48.921833
Nirmal;Telangana;2.932961;3604;46.648045;9.773371;3.0726256;51.675976;Grade 3;53.351955;63.597733;42.318436;58.659218;12.181303;14.447592;36;39;716;105;0;41.340782
Nizamabad;Telangana;8.520599;3605;54.962547;12.227075;20.88015;38.764046;Grade 3;45.037453;74.23581;31.835205;57.677902;10.48035;2.9475982;36;50;1068;132;0;42.322098
Jagtial;Telangana;0;3606;52.882206;11.506849;0.877193;58.521305;Grade 3;47.117794;73.15069;40.601505;58.521305;12.328767;2.6027398;36;38;798;105;0;41.478695
Peddapalli;Telangana;4.120879;3607;52.197803;13.657056;4.120879;44.917583;Grade 3;47.802197;68.28528;46.84066;57.692307;15.326252;2.7314112;36;40;728;110;0;42.307693
Jayashankar;Telangana;0;3608;51.628666;6.7911716;0;55.04886;Grade 3;48.371334;49.405773;44.95114;89.41368;27.843803;15.959253;36;36;614;94;0;10.586319
Bhadradri;Telangana;20;3609;46.84271;7.1614585;12.571428;32.8;Grade 3;53.15729;33.59375;34.62857;70.4;12.369792;46.875;36;59;875;158;0;29.6
Mahabubabad;Telangana;5.9259257;3610;42.38156;5.5555553;0.49382716;53.82716;Grade 3;57.61844;45.156696;39.753086;73.45679;17.236467;32.05128;36;43;810;114;0;26.54321
Warangal Rural;Telangana;0.4477612;3611;46.75926;9.854604;0;49.850746;Grade 3;53.24074;49.757675;49.701492;62.985073;21.64782;18.578352;36;36;670;107;0;37.014927
Warangal Urban;Telangana;2.8846154;3612;50.534187;6.675225;16.132479;45.192307;Grade 3;49.465813;58.408215;35.7906;22.435898;27.214378;7.1887035;36;43;936;112;0;77.5641
Karimnagar;Telangana;3.488372;3613;49.82538;12.898551;4.3023257;51.511627;Grade 3;50.17462;62.463768;40.697674;52.7907;21.15942;2.463768;36;42;860;116;0;47.2093
Rajanna;Telangana;3.7974684;3614;49.873417;9.115646;2.658228;51.13924;Grade 3;50.126583;72.10884;42.405064;57.97468;14.285714;4.4897957;36;35;790;96;0;42.02532
Kamareddy;Telangana;0;3615;47.797062;12.235649;4.485488;52.242744;Grade 3;52.202938;69.78852;43.271767;57.651714;9.969789;8.0060425;36;38;758;98;0;42.348286
Sangareddy;Telangana;7.990599;3616;49.118683;12.538226;6.4629846;47.47356;Grade 3;50.881317;58.25688;38.072857;56.874264;25.382263;3.82263;36;41;851;100;0;43.125736
Medak;Telangana;0;3617;50.858036;3.8990827;1.4018692;60.5919;Grade 3;49.141964;69.72477;38.00623;80.0623;15.366973;11.009174;36;35;642;97;0;19.937695
Siddipet;Telangana;3.6630037;3618;46.45081;9.455958;0;57.142857;Grade 3;53.54919;71.373055;39.194138;70.45177;17.22798;1.8134716;36;36;819;104;0;29.54823
Jangaon;Telangana;0;3619;47.592846;6.2865496;6.0522695;59.559834;Grade 3;52.407154;58.47953;34.387894;82.255844;24.853802;10.380117;36;38;727;111;0;17.744154
Yadadri;Telangana;2.0094562;3620;51.300236;8.009708;5.437352;56.855793;Grade 3;48.699764;64.19903;35.6974;65.60284;21.237864;6.553398;36;44;846;120;0;34.397163
Medchal;Telangana;30.60389;3621;48.515865;29.020979;7.3694983;32.139202;Grade 3;51.484135;48.484848;29.887411;7.267144;14.568765;7.925408;36;40;977;106;0;92.73286
